Website,Job Title,Category,Company,Date Posted,Location,Status,Salary,Education,Years of Work Experience,Job Description,Min Salary,Max Salary,Min Years of Work Experience,Max Years of Work Experience,Field
Joblum,Materials Management Staff,Civil/Construction,"MGS Construction, Inc.",2021-05-29,National Capital Reg,Contract,"16,000-21,000",Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least a College Degree in Civil Engineering or Civil Engineering Technology. Preferably with relative experience. Must be willing to work in a construction Industry. Must be flexible with work location. Must be dedicated to work, competitive, and a good team player. Knowledge in SAP is an advantage. Can start ASAP.","16,000","21,000",Not Specified,Not Specified,Engineering
Joblum,Field Engineer (Laguna/Antipolo),Civil/Construction,MAKATI DEVELOPMENT CORPORATION,2021-05-29,"National Capital Reg, Cavite, Laguna (Calamba City), Laguna (San Pablo City), Laguna (Sta. Rosa City), Rizal (Antipolo)",Contract,,Not Specified / In Description,Not Specified / In Description,"• Candidate must possess at least a Bachelor's/College Degree , Engineering (Civil) or equivalent. • At least 1 year(s) of working experience in the related field is required for this position. • Preferably 1-4 Yrs Experienced Employees specializing in Engineering - Civil/Construction/Structural or equivalent. • ""• Supervises all related work activities and assigned tasks being done on site based on submitted and approved • Work Sequence and Methodology. • Interprets and executes plans and specifications. • Checks work design and technical specifications if implemented correctly on site. • Resolves the cause of delay in target schedule and problems related to work activity. • Coordinates and monitors subcontractor works on proper execution and compliance to Quality plan. • Furnishes subcontractors the plans/details needed as well as informing them of the changes or additive/deductive works on site. • Evaluates and checks work accomplishment s versus submitted billings. • Coordinates the requisition, issuances and the timely delivery of required materials on site. • Ensures that all materials to be installed comply with the approved submittals and tests. • Conducts “time and motion study” and documents man hour productivity on assigned scope of works. • Ensures the proper stock filing and safekeeping of the company-owned equipment/tools. • Prepares the work activity reports for monitoring and update of Superintendent. • Enforces the implementation of quality plans and objectives of the project. • Accomplishes and prepares QAQC Checklist and Daily Report. • Implements all environmental, health and safety rules as well as security regulations within his area of assignment.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Site Quality Control Engineer,Civil/Construction,Borland Development Corporation,2021-05-29,"Central Luzon, Cavite",Contract,"16,000-18,000",Not Specified / In Description,Not Specified / In Description,"Manage parts of construction projects Oversee housing and land development inspection. Check technical designs and drawings to ensure that they are followed correctly Ensure projects meet agreed specifications, budgets, or timescales. Liaise with clients, subcontractors, and other professional staff, especially quantity surveyors and the overall project manager. Provide technical advice and solving problems on-site. Prepare site reports and filling in other paperwork Ensure that health and safety and sustainability policies and legislation are adhered to Responsible for the DMAIC process. Minimum Qualifications Must have at least a Bachelor’s Degree in Civil Engineering or equivalent. Work experiences related to the position are an advantage. Knowledge of basic construction methods and knows how to read construction plans. Proficient in using AutoCAD, Microsoft Excel, Word, and Powerpoint. Team player and has good communication skills. Amenable to be assigned to different site projects of the company. Perks & Benefits Meal Allowance (effective upon regularization or after 1 year of service) Mid-Year Performance-Based Bonuses Year-End Performance-Based Bonuses Loyalty Incentives (every 5 years of rendered service) Perfect Attendance (Quarterly and Annually) Christmas Grocery (all employees as of June 31 of the current year) Housing Loan Discount and Rebates Sick Leave & Vacation Leave (effective upon regularization) Health Card Uniform (effective upon regularization) Company-sponsored activities such as Recognition Day, Company outing, Sports Activities, Team Building, and Christmas Party Why join us? BDC aims to foster a culture that portrays a harmonious family-like atmosphere and long-term stability of tenure, providing a highly competitive remuneration compounded with performance-based bonuses/incentives for its dedicated employees.","16,000","18,000",Not Specified,Not Specified,Engineering
Joblum,Project Manager or Project In-Charge,Civil/Construction,GenII Builders,2021-05-29,Paranaque City,Not Specified,"40,000-56,000",Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least Bachelor's/College Degree in Engineering (Civil), Architecture or equivalent. Required language(s): English At least 5 Year(s) of working experience in the related field is required for this position. Preferably Supervisor/5 Yrs & Up Experienced Employee specialized in Engineering - Civil/Construction/Structural or equivalent.","40,000","56,000",Not Specified,Not Specified,Engineering
Joblum,Licensed Civil Engineer for SOUTH LUZON (Urgent Hiring!),Civil/Construction,"Metrowide Homebuilders, Inc.",2021-05-29,"Bicol Region, Calabarzon & Mimaropa",Not Specified,,Not Specified / In Description,Not Specified / In Description,• Candidate must possess at least a Bachelor's/College Degree in Civil Engineering • Must be a Licensed Civil Engineer • Fresh board passers are very much welcome to apply • Work experience is an advantage • Must be willing to be assigned in any areas of South Luzon,Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Senior Project Manager,Civil/Construction,"A-WIN Enterprise and Solutions, Inc",2021-05-29,National Capital Reg,Project Base,,Not Specified / In Description,Not Specified / In Description,"Candidate must be Professional Licensed (Passed Board/Bar/Professional License Exam) in Civil Engineering. Minimum 10 Year(s) of relevant working experience, 5 Year(s) as Manager Required Skill(s): Knowledgeable in project management and can provide assessment at any stage of the project; Knowledgeable in progress billing; Basic safety knowledge Preferably a Manager specialized in Engineering - Civil/Construction. Experience in handling TELCO project is an advantage (OSP, HDD, FTTH Projects, etc.) Actual experience in project management and site implementation for HDD activity, restoration and the like is a MUST",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,QAQC Engineer,Civil/Construction,Mevbuilt Inc.,2021-05-29,Pateros City,Contract,"15,000-20,000",Not Specified / In Description,Not Specified / In Description,"Duties and Responsibilities Serve as the primary quality assurance resource to department supervisor(s) for problem identification, resolution, loss reporting, and continuous improvement. Support concurrent engineering efforts by participating in design development projects representing quality assurance and the customer. Promote and execute quality standards, inspection processes, test methodology, quality plans, documents, and reports. Review customers' purchase orders, contracts, and change requests and ensure that the necessary criteria and provisions are included in quality and process plans. Develop, execute and analyze quality-reporting measures. Report to management on quality issues, trends, and losses. Review supplier's purchase orders and establish supplier quality requirements. Participate in internal and external quality audits. Interface with supplier and customer quality representatives concerning problems with quality assurance and assure that effective corrective action is implemented. Working Hours: Monday to Saturday 7:30AM - 4:30AM FREE SHUTTLE SERVICE Please visit us at: MEVBUILT INCORPORATED Blk 1 Lot 9 Manchester Industrial Subdivision Brgy., Sauyo, Novaliches, Quezon City, Philippines www.mevbuilt.com","15,000","20,000",Not Specified,Not Specified,Engineering
Joblum,GIS Admin Officer,Civil/Construction,TPG Telecom,2021-05-29,National Capital Reg,OJT,,Not Specified / In Description,Not Specified / In Description,"Qualifications Must possess at least a Bachelor's Degree/ College Degree in Engineering (Computer/Telecommunication), Computer Science/Information Technology, Business Studies/AdministrationFlexible and has sense of urgency.Effective written and oral communication skills.Good problem solving and analytical skillsMust have 1-2 years OSP/ISP experience in  telecommunicationsPreferable GIS experience (but not critical)High level of competence with computers using MS Office SuiteExcellent working knowledge of Google Earth, Autocad, MapInfo and ArcGIS. Job Description: Filing of Completed Handovers from Assistant Project Manager (APM).Georeferencing for Civils & Hauling Asbuilts Nationally.Creation of Circuit ID for FTTB/OCTO Nationally.Creation of Building ID for FTTB/OCTO Nationally.Building Digitization for FTTB/OCTO Nationally.Creation of Special Projects Scope of Works Request.Creation of Special Projects Building ID.BAU AAPT/PWT Fibre Allocation Design.BAU AAPT/PWT Scope of Works Creation.COPC LSD Update and Modelling (All Infrastructure).FYI from APM LSD Update and Modelling (All Infrastructure).AAPT/PWT Building Exits & Fibre Relocation Design.Level 2 Dial Before You Dig (DBYD) Inquiries Support.Impact Assessment & Design Recommendation in Fibre Relocation (All Infrastructure).",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Field Engineer,Civil/Construction,MAKATI DEVELOPMENT CORPORATION,2021-05-29,National Capital Reg,Full Time,,Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least a Bachelor's/College Degree , Professional License (Passed Board/Bar/Professional License Exam), Engineering (Civil). At least 2 year(s) of working experience in the related field is required for this position. Applicants must be willing to work in Quezon City. Preferably 1-4 Yrs Experienced Employees specializing in Engineering - Civil/Construction/Structural or equivalent. Full-Time position(s) available.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Land Development Engineer,Civil/Construction,"SC HOMES, INC.",2021-05-29,National Capital Reg,Full Time,"25,000-35,000",Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least a Bachelor's/College Degree , Professional License (Passed Board/Professional License Exam), Engineering (Civil) or equivalent. At least 1 year(s) of working experience in Land Development is required for this position. Preferably 1-4 Yrs Experienced specializing in Engineering - Pipe Laying, Drainage System and Road Paving. Any experience related to Land Development of Subdivision. Full-Time position(s) available.","25,000","35,000",Not Specified,Not Specified,Engineering
Joblum,3D Designer - Facade,Civil/Construction,"Al Abbar Aluminum Philippines, Inc.",2021-05-29,Pasig City,Full Time,,Not Specified / In Description,Not Specified / In Description,"Coordinate and monitor the work of 2-4 team members in line with the Team Leaders direction. Provide technical guidance and mentor junior members of the team. Participate and actively contribute to design workshop, where curtain wall solutions are explored and determined. Obtain all information related to the project from external and internal sources in order to produce clear and accurate plans, elevation, section and shop drawings. Responsible to carry out design and drafting works within the given program as required and needed for the project. Extend working hours as needed to comply with the required deadlines. REQUIREMENTS: Candidate must possess at least a Bachelor's/College Degree , Architecture, Engineering (Civil), Engineering (Mechanical) or equivalent. With good scholastic records. At least 4-6 year(s) of working experience in the design of Aluminum Glass Curtain Wall. Proficiency in 3D is a must Can Communicate well in written and oral English. Hardworking and willing to work extended working hours. With good moral character. Full-Time position",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Civil & Site Development Engineer,Civil/Construction,OVE ARUP AND PARTNERS HONG KONG LIMITED (Philippines Branch),2021-05-29,National Capital Reg,Not Specified,,Not Specified / In Description,Not Specified / In Description,"Working with the infrastructure, transport and structural teams, the Engineer will support the feasibility studies and detailed design of various projects. Provide road layouts, pavement designs, design of cut and fill arrangements to support site development. Duties & Responsibilities: Assesses site conditions Lays out roads and drainage in accordance with appropriate geometric standards. Designs pavements/drainage in accordance with DPWH and other relevant standards. Provides project teams with engineering information on road routes, alignment, structure locations and other physical data. Produces civil drawings Qualifications: Candidate must posses ast least Professional License (Passed Board/Bar/Professional License Exam) in Engineering (Civil). With at least 5 years’ relevant experience, preferably gained from similar industry. Knowledgeable in DPWH and other standards Knowledgeable in AutoCAD, civil 3D and other similar software. Organised and structured approach to tasks. Visualisation and data presentation skills. Experience of site development and linear infrastructure would be an advantage.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Site Engineer,Civil/Construction,Ikoniq Construction and Development Corporation,2021-05-29,Las Pinas City,Contract,"20,000-30,000",Not Specified / In Description,Not Specified / In Description,"· Promotes Safety, Security and Sanitation Program. Observes and practice Safe Working Procedures and Methods at all times. · Reviews/studies For Construction Plans, Shop Drawings, Technical Specifications and Program of Work. · Conducts plant inspection if fabrication works are done off site · Prepares detailed delivery schedule based on approved blocking · Coordinates regularly to the Sub-contractor for the progress of delivery of materials. Reconcile delivery against requirement. · Prepares strategic plan on how to handle the mobility and access of delivery trucks on project site. · Site supervision, method execution, and inspection for Civil, Structural, and Architectural Works according to Standard Construction Methods and Standard Engineering Practice · Preparation and submission of daily progress report and accomplishment · Carries out and witnesses the required testing (NDT, pull out test, tensile and other tests required by the project · Close coordination with the Project Manager with regards to the progress of work · Reviews and evaluates Sub-contractor's proposal for Progress Billing. · Schedules Manpower responsibilities · Coordination with the general foreman/foremen of the project · Reviews/studies For Construction Plans, Shop Drawings, Lot Plans, Location Drawings, Land Titles, Clearances and other Related Documents. Conduct actual layout, locate given benchmarks and references based on given plans to verify actual boundaries and property lines. · Leads the surveying team during the actual lay-out works according to Standard Construction Methods and Standard Engineering Practice. · Supervises and monitor the installation of stakes and batter boards to be used as fixed pedestals in placing all layout references · Closely monitors and checks the installation of forms and re bars to maintain their required settings. · Performs other related functions that may be assigned from time to time","20,000","30,000",Not Specified,Not Specified,Engineering
Joblum,Project Manager,Civil/Construction,Ikoniq Construction and Development Corporation,2021-05-29,Las Pinas City,Project Base,"40,000-60,000",Not Specified / In Description,Not Specified / In Description,"· Overall in charge and decision maker of the project · Responsible for all project site works and inspection · Prepares project execution plan · Plans and create schedule (PERT-CPM) · Coordinates with the Client and/or Client’s Project Management Team · Drives continuous improvement in project performance and delivery of project · Submits the reports of the actual project status at the main office · Submits project site keyplan · Reviews plans and coordinates to Site Engineer any conflict/discrepancies found with regard to lay-out/elevations. Discusses conflicts and discrepancies on plans against actual site condition and gives best solution to the problem. · Provides reference elevations and grid points for Earthworks, Structural Works, and Architectural Works including MEPF works. · Performs other related functions that may be assigned from time to time · Evaluates and justifies all the necessary reports","40,000","60,000",Not Specified,Not Specified,Engineering
Joblum,Heavy Equipment Operator,Civil/Construction,,2021-05-29,National Capital Reg,Not Specified,,Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least a High School Diploma, Vocational Diploma / Short Course Certificate, TESDA Certificate At least 2 year(s) of working experience in the related field is required for this position. Preferably 1-4 Yrs Experienced Employees in the operation of Backhoe, Bulldozer, Payloader, Skid Loader, Mobile Crane, Dump Truck and or Forklift Experienced in site development projects Can start immediately Willing to be assigned in Central Luzon",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Civil Engineer for Manila Head Office,Civil/Construction,"Puregold Price Club, Inc.",2021-05-29,Manila City,Not Specified,,Not Specified / In Description,Not Specified / In Description,"RESPONSIBILITIES: Successful candidates will be responsible in collaborating with the project development team in planning and designing structures of new and existing retail stores while ensuring its functionality, safety, economical value and suitability to the needs of store operations personnel. REQUIREMENTS: Graduate of BS Civil Engineering Registered Civil Engineer Willing to be deployed in Puregold's Head Office in United Nations Avenue Manila Fresh Board Passers are encouraged to apply. Relevant work experience specially on commercial type of projects is a plus.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Bored Pile Engineer (SCRPS02),Civil/Construction,,2021-05-29,Central Luzon,Full Time,,Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least a Bachelor's/College Degree , Professional License (Passed Board/Bar/Professional License Exam), Engineering (Civil) or equivalent. At least 5 year(s) of working experience in the related field is required for this position. With prior experience handling/supervising bored piling activities With prior work experience being assigned to a railway project Preferably Supervisor / 5 Yrs & Up Experienced Employees specializing in Engineering - Civil/Construction/Structural or equivalent. Full-Time position(s) available.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Senior Engineer - Reinforced Concrete (SCRPS02),Civil/Construction,,2021-05-29,Central Luzon,Contract,,Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least a Bachelor's/College Degree , Professional License (Passed Board/Bar/Professional License Exam), Engineering (Civil) or equivalent. At least 5 year(s) of working experience in the related field is required for this position. With relevant experience in reinforced concrete With prior work experience being assigned in a railway construction project Preferably Supervisor / 5 Yrs & Up Experienced Employees specializing in Engineering - Civil/Construction/Structural or equivalent.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,ESH Manager (SCRPS02),Civil/Construction,,2021-05-29,Central Luzon,Contract,,Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least a Bachelor's/College Degree, any field. Candidates holding a BS Civil Engineering degree has an advantage Candidate must be an OSH Certified Safety Practitioner At least 10 year(s) of working experience in the related field is required for this position. With prior work experience being assigned in a railway construction project Preferably Assistant Manager / Managers specializing in Engineering - Environmental/Health/Safety or equivalent. Can join ASAP",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
