Website,Job Title,Category,Company,Date Posted,Location,Status,Salary,Education,Years of Work Experience,Job Description,Min Salary,Max Salary,Min Years of Work Experience,Max Years of Work Experience,Field
Joblum,PHARMACY ASSISTANT for SAN FRANCISO AGUSAN DEL SUR,Pharmacy,"Watsons Personal Care Stores (Philippines), Inc.",2021-05-28,Agusan del Sur,Full Time,,Not Specified / In Description,Not Specified / In Description,"JOB SUMMARY: The Pharmacy Assistant helps the Pharmacist in front operations (dispensing, selling, cashiering and delivering good customer service) and back operations functions (stock management and other retail processes) appropriate to their level. He/ She is expected to serve customer is a Fast, Accurate, Convenient, Informative and Personalized Service following the Dispensing Guidelines, Service & Selling Standards and always refer any questions regarding prescriptions, drug information or health matters to the Pharmacist. JOB REQUIREMENTS: Candidate must possess at least a Bachelor's/College Degree, Biology, Nursing, Others, Pharmacy/Pharmacology, Psychology or equivalent.Required skill(s): cashiering, customer service, RETAIL PHARMACY.No work experience required.2 Full-Time position(s) available.",Not Specified,Not Specified,Not Specified,Not Specified,Medicine
Joblum,Registered Pharmacist,Pharmacy,Apollo Drugstore and Diagnostic Center Inc.,2021-05-28,Batangas,Not Specified,"20,000-26,000",Not Specified / In Description,Not Specified / In Description,"Job Qualifications: Candidates must possess at least Bachelor's/College Degree, Professional License (Passed Board/Bar/Professional License Exam) in Pharmacy/Pharmacology or equivalent. At least 4 Year(s) of working experience in the related field is required for this position. Preferably 1-4 Yrs Experienced Employee specialized in Healthcare - Pharmacy or equivalent. Excellent interpersonal skills Good communication skills Strong customer oriented abilities Knowledge in computer software (POS) Maintains professional attitude in manner and in appearance. Job Duties: Monitoring customers’ drug therapies, advising interventions, and informing customers of any potential side effects. Instructing customers on how and when to take prescribed medications. Keeping accurate customer records. Ensuring a safe and clean working environment. Completing operational requirements of the pharmacy, including verifying order entries, maintaining records of controlled substances, charges, and removing expired and/or damaged drugs from the pharmacy’s inventory. Adhering to applicable legal rules, regulations, and procedures governing pharmaceutical practice. Performing other administrative tasks when needed.","20,000","26,000",Not Specified,Not Specified,Medicine
Joblum,PHARMACY ASSISTANT for  TAGUM CITY,Pharmacy,"Watsons Personal Care Stores (Philippines), Inc.",2021-05-28,"Davao del Norte, Davao del Sur (Davao City)",Full Time,,Not Specified / In Description,Not Specified / In Description,"JOB SUMMARY: The Pharmacy Assistant helps the Pharmacist in front operations (dispensing, selling, cashiering and delivering good customer service) and back operations functions (stock management and other retail processes) appropriate to their level. He/ She is expected to serve customer is a Fast, Accurate, Convenient, Informative and Personalized Service following the Dispensing Guidelines, Service & Selling Standards and always refer any questions regarding prescriptions, drug information or health matters to the Pharmacist. JOB REQUIREMENTS: Candidate must possess at least a Bachelor's/College Degree, Biology, Nursing, Others, Pharmacy/Pharmacology, Psychology or equivalent.Required skill(s): cashiering, customer service, RETAIL PHARMACY.No work experience required.2 Full-Time position(s) available.",Not Specified,Not Specified,Not Specified,Not Specified,Medicine
Joblum,REGULATORY PHARMACIST,Pharmacy,"Phil Pharmawealth, Inc.",2021-05-28,Pasig City,Not Specified,"20,000-28,000",Not Specified / In Description,Not Specified / In Description,"To function as Drug, Medical Device, Cosmetics, Food (Distributor/Importer/Wholesaler) Pharmacist; To oversee that the License to Operate certificates are renewed according to FDA standards and requirements; To follow or comply whenever a drug product is to undergo Registration, shelf-life, Extension and Batch Certification, in accordance with FDA standards and requirements; To notify the FDA in case of changes made in the status of business; To do field/liaison work as the need arises; and To perform other related duties as may be assigned by the immediate superior.","20,000","28,000",Not Specified,Not Specified,Medicine
Joblum,Branch Pharmacist - FERJ AVENIDA,Pharmacy,"Phil Pharmawealth, Inc.",2021-05-28,Manila City,Full Time,"15,000-19,500",Not Specified / In Description,Not Specified / In Description,"Qualification: 1.Candidate must possess at least Professional License (Passed Board/Bar/Professional License Exam) in Pharmacy/Pharmacology or equivalent. 2.Required Skill(s): EXCELLENT MANAGEMENT SKILLS 3.Preferably 1-4 Yrs Experienced Employee specialized in Healthcare - Pharmacy or equivalent. 4.Willing to start asap. Job Responsibilities: 1.Maintain valid update records of the following documents as required by FDA; 2.Process the renewal of License to Operate (LTO); 3.Oversee the work of the Stockman, Inventory Management Staff, Deliveryman, and Drivers; 4.Oversee the maintenance of all company properties, sanitation, and hygiene; 5.Make and Submit reports as required by Regulatory Department; 6.Conduct lecture on Proper Product Handling and Good Storage Practice; 7.Conduct regular evaluation and exams for all personnel.","15,000","19,500",Not Specified,Not Specified,Medicine
Joblum,Regulatory Pharmacist,Pharmacy,JackPharma Inc.,2021-05-28,San Juan City,Contract,,Not Specified / In Description,Not Specified / In Description,"Job Description Renewal officer for FDA affairs; renewal of licenses LTO and other regulatory licenses, facilitates timely registration of products at FDA, preparation of product requirements from FDA registration Provide the company with technical expertise necessary for the improvement of management functions Demonstrate skills and knowledge in contemporary pharmacy practice Qualifications Bachelor's degree in pharmacy with professional liscense Good oral and written communication skills With necessary working experience in the related field",Not Specified,Not Specified,Not Specified,Not Specified,Medicine
Joblum,PHARMACIST for SAN NICOLAS ILOCOS NORTE,Pharmacy,"Watsons Personal Care Stores (Philippines), Inc.",2021-05-28,Ilocos Norte,Full Time,,Not Specified / In Description,Not Specified / In Description,"JOB SUMMARY: The Pharmacist is responsible for dispensing, giving medicine information and monitoring drug therapies. He/ She works to legal and ethical guidelines to ensure correct and safe supply of medicines to the general public.The position is also responsible for the delivery of all regulatory compliance and commercial result of the Drugstore through management of day-to-day operations and implementation of Good Pharmacy Practice (Store Environment, Dispensing Process, Health and Wellness Advocacy and Regulatory Requirements). JOB REQUIREMENTS: • Candidate must possess at least a Bachelor's/College Degree, Professional License (Passed Board/Bar/Professional License Exam), Pharmacy/Pharmacology or equivalent.• Required skill(s): leadership skill, RETAIL PHARMACY OPERATION.• No work experience required.• 2 Full-Time position available.",Not Specified,Not Specified,Not Specified,Not Specified,Medicine
Joblum,"Licensed Pharmacist - AllDay Rx (General Trias, Cavite)",Pharmacy,All Value Holdings Corp.,2021-05-28,Cavite,Full Time,,Not Specified / In Description,Not Specified / In Description,"RESPONSIBILITIES • Manage daily store operations efficiently by providing Good Leadership and Motivation to the team. • Dispense right medications based on the prescription/s given by the physician/doctor. • Provide Excellent Customer Service by counseling customers through interpreting/reviewing prescription/s. • Maintain clean and safe working environment by ensuring accurate inventory management. • Perform other related tasks from time to time. QUALIFICATIONS• Pharmacy graduate with License.• With at least 1 year of experience in Community Pharmacy.• Willing to be assigned in AllDay General Trias Cavite, Cavite• Full-Time Position(s) available.• FRESH BOARD PASSERS ARE WELCOME TO APPLY!",Not Specified,Not Specified,Not Specified,Not Specified,Medicine
Joblum,PHARMACY ASSISTANT for SAN NICOLAS ILOCOS NORTE,Pharmacy,"Watsons Personal Care Stores (Philippines), Inc.",2021-05-28,Ilocos Norte,Not Specified,,Not Specified / In Description,Not Specified / In Description,"JOB SUMMARY: The Pharmacy Assistant helps the Pharmacist in front operations (dispensing, selling, cashiering and delivering good customer service) and back operations functions (stock management and other retail processes) appropriate to their level. He/ She is expected to serve customer is a Fast, Accurate, Convenient, Informative and Personalized Service following the Dispensing Guidelines, Service & Selling Standards and always refer any questions regarding prescriptions, drug information or health matters to the Pharmacist. JOB REQUIREMENTS: Candidate must possess at least a Bachelor's/College Degree, Biology, Nursing, Others, Pharmacy/Pharmacology, Psychology or equivalent.Required skill(s): cashiering, customer service, RETAIL PHARMACY.No work experience required.",Not Specified,Not Specified,Not Specified,Not Specified,Medicine
Joblum,Licensed Pharmacist - AllDay Rx (Bacoor East Cavite),Pharmacy,All Value Holdings Corp.,2021-05-28,Cavite,Full Time,,Not Specified / In Description,Not Specified / In Description,RESPONSIBILITIES Manage daily store operations efficiently by providing Good Leadership and Motivation to the team. Dispense right medications based on the prescription/s given by the physician/doctor. Provide Excellent Customer Service by counseling customers through interpreting/reviewing prescription/s. Maintain clean and safe working environment by ensuring accurate inventory management. Perform other related tasks from time to time. QUALIFICATIONS Pharmacy graduate with License. With at least 1 year of experience in Community Pharmacy. Preferably with experience in Opening Stores. Willing to be assigned in Camella Bacoor East. Full-Time Position(s) available. FRESH GRADUATES WITH LICENSE ARE WELCOME TO APPLY!,Not Specified,Not Specified,Not Specified,Not Specified,Medicine
Joblum,"Licensed Pharmacist - AllDay Rx (Masibay, Las Pinas)",Pharmacy,All Value Holdings Corp.,2021-05-28,Las Pinas City,Full Time,,Not Specified / In Description,Not Specified / In Description,"RESPONSIBILITIES Manage daily store operations efficiently by providing Good Leadership and Motivation to the team. Dispense right medications based on the prescription/s given by the physician/doctor. Provide Excellent Customer Service by counseling customers through interpreting/reviewing prescription/s. Maintain clean and safe working environment by ensuring accurate inventory management. Perform other related tasks from time to time. QUALIFICATIONS Pharmacy graduate with License. With at least 1 year of experience in Community Pharmacy. Preferably with experience in Opening Stores. Willing to be assigned in Masibay, BF Resort Village, Las Pinas. 2 Full-Time Position(s) available. FRESH GRADUATES WITH LICENSE ARE WELCOME TO APPLY!",Not Specified,Not Specified,Not Specified,Not Specified,Medicine
Joblum,REGULATORY AFFAIRS OFFICER,Pharmacy,"Eon Pharmatek,Inc",2021-05-28,National Capital Reg,Not Specified,,Not Specified / In Description,Not Specified / In Description,"Qualification Required: Board Passer, Candidates should possess a Pharmacy Professional License; Computer knowledge - Microsoft Office is a Must. Adobe Illustrator, Corel Draw Softwares knowledge is preferred; Good communication skills - oral and written Job Description: Experienced in evaluation and filing of New products registration dossiers of imported Drug & Cosmetic products to FDA in coordination with Foreign based Suppliers; Performs the duties of Responsible Pharmacist for Warehouse as per standards of WHO’s Good Distribution and Good Storage Practice. Acts as Quality Assurance officer ; Handles Pharmacovigilance matters (complaints and recall of products) Compensation: Based on the experience and Industry Standards. Compensation package includes HMO, Life Insurance and other allowances. Candidates with Long term career goals can immediately apply. ",Not Specified,Not Specified,Not Specified,Not Specified,Medicine
Joblum,PHARMACIST I,Pharmacy,Provincial Government of Isabela - Government,2021-05-27,Cagayan Valley,Not Specified,"23,877",Not Specified / In Description,Not Specified / In Description,"Deadline for accepting applications : June 4, 2021. Only those with Civil Service Eligibility will be processed. Kindly upload your Certificate of Eligibility or PRC License. Place of Assignment : PALANAN STATION HOSPITAL Plantilla Item No. : 42.12.26 Salary/Job/Pay Grade : 11/1 Monthly Salary : Php 23,877.00 QUALIFICATION : Eligibility : RA 1080 Education : BACHELOR'S DEGREE IN PHARMACY Training : NONE REQUIRED Work Experience : NONE REQUIRED Instructions/Remarks : Interested and qualified applicants should signify their interest in writing. Attach the following documents to the application letter and send to the address below not later than June 4, 2021. Documents: 1. Fully accomplished Personal Data Sheet (PDS) with recent passport-sized picture (CS Form No. 212, Revised 2017) which can be downloaded at www.csc.gov.ph; 2. Performance rating in the present position for one (1) year (if applicable); 3. Photocopy of certificate of eligibility/rating/license; and 4. Photocopy of Transcript of Records. QUALIFIED APPLICANTS are advised to hand in or send through courier their application to: RODOLFO T. ALBANO III Provincial Governor PGO ISABELA Provincial Capitol, Alibagu, Ilagan City, Isabela APPLICATIONS WITH INCOMPLETE DOCUMENTS SHALL NOT BE ENTERTAINED","23,877","23,877",Not Specified,Not Specified,Medicine
Joblum,Company Pharmacist/Quality Control Analyst,Pharmacy,Suyen Corporation,2021-05-27,National Capital Reg,Full Time,"20,000-26,000",Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least a Bachelor's/College Degree , Professional License (Passed Board/Bar/Professional License Exam), Pharmacy/Pharmacology or equivalent. At least 3 year(s) of working experience in the related field is required for this position. Applicants must be willing to work in Taguig/Makati/Store locations. Dispensing or supervising the dispensation of medications and related supplies, according to physicians' prescriptions Reviewing prescriptions for accuracy Checking for drug interactions Compounding medications and preparing special solutions Counseling patients regarding appropriate use of medications Overseeing daily ordering, as well as automatic refills Collaborating with other healthcare professionals to plan, monitor, review, and evaluate patient effectiveness Preferably 1-4 Yrs Experienced Employees specializing in Healthcare - Pharmacy or equivalent. 5 Full-Time position(s) available.","20,000","26,000",Not Specified,Not Specified,Medicine
Joblum,Earn up to 33k + HMO Day 1 + Retirement|Customer Service Representative|BGC,Pharmacy,Citigroup Business Process Solutions Pte. Ltd.,2021-05-27,National Capital Reg,OJT,"26,000-33,000",Not Specified / In Description,Not Specified / In Description,"POSITION TITLE: CUSTOMER SOLUTIONS OFFICER (CSO) Responsibilities: • Provide world class service excellence to clients by offering a consistent telephone banking experience • Attend to inbound and outbound telephone calls in accordance with standard operating procedures • Process online banking transactions which include financial entries and data maintenance • Identify opportunities to further enhance relationships with our existing clients BENEFITS OF WORKING IN CITI We offer a competitive salary package of 26-33K and other great benefits including:• HMO Health Insurance from day 1 for you and your unlimited qualified dependents• Life Insurance from day 1• Retirement Plan• Staff Loan• Bereavement Assistance• Growth and promotion from within CAREER GROWTH • Citi Philippines will continue to grow and has unveiled its newest Citi Headquarters in BGC called the Citi Plaza• Be part of our pioneer or fast-growing teams of Customer Service Officers• In CBPS, there are team leaders, managers, operations heads who started as CSOs and were trained and developed from within Enjoy talent development programs that can make you part of the future leaders of Citi REQUIREMENTS • Must have at least 6 months experience in an international BPO / call center role• Must have available Transcript of Records/Diploma/Certificate of Grades/Certificate of Graduation• Fluent in English and the ability to communicate daily with clients in English• Amenable working on shifting schedule, holidays, weekends & extended work hours• Amenable to working in BGC, Taguig• Applicants should be Filipino citizens or hold relevant residence status CBPS MAY ASSIGN CANDIDATES TO DIFFERENT BUSINESSES BASED ON CANDIDATE PROFILES, AVAILABLE OPENINGS & BUSINESS NEEDS. APPLICANTS MUST BE WILLING TO WORK IN BONIFACIO GLOBAL CITY. *By applying to this job posting, I hereby authorize Citi, its authorized third parties, and its/their officers, directors, employees, agents, and third party service providers, to hold, use and otherwise process my data in connection with my job application.","26,000","33,000",Not Specified,Not Specified,Medicine
Joblum,Research Development Assistant (Licensed Pharmacist),Pharmacy,Aldrtz Corporation,2021-05-27,Western Visayas,Not Specified,,Not Specified / In Description,Not Specified / In Description,"Job Qualifications Candidate must be a graduate of Bachelor of Science in Pharmacy. Must possess a high level of organizational skills. Good in communication skills both oral and written. Has the ability to work independently, meets deadlines, multi-tasking. PRC License is required. Job Duties and Responsibilities Develops or formulates new products in accordance with FDA and cosmetic regualtions and their global counterparts. Maintains awareness of competitive products and technical developments in related fields of science and market trends. Prepares samples as requested by customers, specifically the Product Development Unit (PDU) and Product Management Group (PMG). Responsible for preparation of raw materials, bulk, and finished product specifications, SOP's and manufacturing instructions. Conducts stability studies on all products being developed in accordance with the established stability study protocols.Ensures physical stability, efficacy, toxicological, microbiological testing and consumer appeal, processing capabilities and cost effectiveness. Makes and records observation, performs calculations, collections and prepares data for evaluation. Monitors pilot batch and scale up trials of new products. Maintains, calibrates, validates, monitors, and troubleshoots laboratory instruments. Participates indesigning and conducting investigational studies of atypical results. Personal responosbility for following safety rules, SOP's, GLP, and cGMP guidelines. Complies with company rules and regulations. Performs other functions as assigned by the superior from time to time or when the need arises. ",Not Specified,Not Specified,Not Specified,Not Specified,Medicine
Joblum,Get Hired Over the Phone as Customer Service Support | Earn up to 33k | BGC,Pharmacy,Citigroup Business Process Solutions Pte. Ltd.,2021-05-27,National Capital Reg,OJT,"26,000-33,000",Not Specified / In Description,Not Specified / In Description,"POSITION TITLE: CUSTOMER SOLUTIONS OFFICER (CSO) RESPONSIBILITIES: • Provide world class service excellence to clients by offering a consistent telephone banking experience • Attend to inbound and outbound telephone calls in accordance with standard operating procedures • Process online banking transactions which include financial entries and data maintenance • Identify opportunities to further enhance relationships with our existing clients BENEFITS OF WORKING IN CITI We offer a competitive salary package of 26-33K and other great benefits including:• HMO Health Insurance from day 1 for you and your unlimited qualified dependents• Life Insurance from day 1• Tuition Reimbursement• Retirement Plan• Staff Loan• Bereavement Assistance• Growth and promotion from within CAREER GROWTH: • Citi Philippines will continue to grow and has unveiled its newest Citi Headquarters in BGC called the Citi Plaza • Be part of our pioneer or fast-growing teams of Customer Service Officers • In CBPS, there are team leaders, managers, operations heads who started as CSOs and were trained and developed from within Enjoy talent development programs that can make you part of the future leaders of Citi REQUIREMENTS:• Must have at least 6 months experience in an international BPO / call center role• Fluent in English and the ability to communicate daily with clients in English• Amenable working on shifting schedule, holidays, weekends & extended work hours• Amenable to working in BGC, Taguig• Applicants should be Filipino citizens or hold relevant residence status CBPS MAY ASSIGN CANDIDATES TO DIFFERENT BUSINESSES BASED ON CANDIDATE PROFILES, AVAILABLE OPENINGS & BUSINESS NEEDS. APPLICANTS MUST BE WILLING TO WORK IN BONIFACIO GLOBAL CITY. *By applying to this job posting, I hereby authorize Citi, its authorized third parties, and its/their officers, directors, employees, agents, and third party service providers, to hold, use and otherwise process my data in connection with my job application.","26,000","33,000",Not Specified,Not Specified,Medicine
