Website,Job Title,Category,Company,Date Posted,Location,Status,Salary,Education,Years of Work Experience,Job Description,Min Salary,Max Salary,Min Years of Work Experience,Max Years of Work Experience,Field
Joblum,Product Development Manager,Food Tech/Nutritionist,Prime Pacific Foods Corporation,2021-05-28,National Capital Reg,Not Specified,,Not Specified / In Description,Not Specified / In Description,"This person will be responsible in executing, monitoring & controlling, and evaluating assigned product development activities and projects to achieve/exceed department objectives and targets. Contributes to the Innovation roadmap and process by developing new product ideas and concepts with Management, Marketing, Business Development, and other cross functional teams based on consumer insights.Coordinates and communicates with respective departments as aligned with superior, all technical updates related to projects handled and restricted to own category.Creates innovation plans and technical strategies for its own function by recommending and creating policies/procedures, programs and resource requirements.Prepares detailed project plans for his/her own projects, budget and resource requirements for the product category assigned, documents all technical requirements related to product manual, product registration and other regulatory requirements.Applies the basic and specialized test required in the conduct of product , package and/or process development and gathers all pertinent information, analyzes and interprets data required in setting-up product specifications and as basis for continuous improvement of his/her own projects/ category handled.Leads product assessment / reviews as per government regulations and corporate standards for product , package, process, product safety and quality. Evaluates emerging technologies and market -based trends in his/her category and assesses implications and applies to current portfolio in the area of new product and brand value optimization.Manages the accomplishment of the deliverables of his/her own team and his/her own projects from concept development to final production normalization.Contributes to Technical direction of the projects and coordinates work as a team leader and responsible for the completion and quality of output.Technical Authority on projects being handled related to product development requirements. Qualifications: Degree in BS. Food Technology, Chemistry, Chemical Engineering, or related courses.Minimum of 4 years related experience in a manufacturing organization.Minimum 2 years work experience in food manufacturing industry, with hands-on experience in product ( Food, Oils, Culinary), package and/or process development.Preferably with minimum 2 years in managerial or supervisory roles.",Not Specified,Not Specified,Not Specified,Not Specified,Science
Joblum,Research and Development Manager,Food Tech/Nutritionist,"Nutri-Asia, Inc.",2021-05-28,Bulacan,OJT,,Not Specified / In Description,Not Specified / In Description,"DUTIES AND RESPONSIBILITIES: Coordinates and communicates with respective business partners, as aligned with superior, all technical updates related to projects handled and restricted to own category.Develops long-term plans/roadmaps and technical strategies, and provides input to the business strategy of the categories being managed.Creates innovation plans and technical strategies for its own function by recommending and creating policies/procedures, programs and resource requirements.Prepares detailed project plans for his/her own projects, budget and resource requirements for the product category assigned, documents all technical requirements related to product manual, product registration and other regulatory requirements.Applies the basic and specialized tests required in the conduct of product, package and/or process development and gathers all pertinent information, analyzes and interprets data required in setting-up product specifications and as basis for continuous improvement of his/her own projects/category handled.Leads product assessment/reviews as against government regulations and corporate standards for product, package, process, product safety and qualityEvaluates emerging technologies and market-based trends in his/her category and assesses implications and applies to current portfolio in the area of new product and brand value optimizationLeads technical reviews of the category within R&D/QA and Manufacturing on projects handled.Manages the accomplishments of the deliverables of his/her own team and his/her own projects from concept development to final production normalization.Allocates work as a team leader, responsible for the completion and quality of output of the total category.Contributes to technical direction of the projects and coordinates work as a team leader and responsible for the completion and quality of output.Technical authority on projects being handled related to product development requirements.Co-approves with R&D Group Head on the material and third party manufacturer qualification restricted to its own category. Other Requirements: Degree in BS Food Technology, Chemistry, Chemical Engineering or related courses.Minimum of eight (8) years related work experience in a manufacturing organizationMinimum four (4) years work experience in food manufacturing industry, with hands-on experience in product (Food, Oils, Culinary), package and/or process development.Preferably with minimum two (2) years in managerial or supervisory role.",Not Specified,Not Specified,Not Specified,Not Specified,Science
Joblum,Registered Nutritionist Dietitian,Food Tech/Nutritionist,The Six Pack Chef,2021-05-27,Pasig City,Full Time,"18,000-27,000",Not Specified / In Description,Not Specified / In Description,"We are looking for a talented Registered Nutritionist Dietitian to join our team. Job Types: Full-time, Permanent Employment Compensation: Php18,000.00 - 27,000.00 per month Working Days: 5 Days per week Benefits: Up to 20 Days Paid Leaves, Staff meals, HMO upon regularization, Government mandated benefits (SSS, Philhealth, Pagibig, 13th Month Pay) Job Description Answer customer inquiries and consult through phone, email, social media, and/or other relevant channels. Provide nutritional assessment and counseling to potential customers and existing customers in person, through phone, email, social media, and other channels. Identify & assess customers’ needs and offer solutions/products that best suit the customer. Create and manage customer orders and meal plan subscriptions. Calculate and/or review nutritional values of menu, recipes, and meals and ensure that all nutrition labels are accurate. Prepare customer reports, meal plan reports, and kitchen reports as necessary. Handle customer feedbacks, and/or customer complaints. Job Requirements: Must be a Registered Nutritionist Dietitian with a valid PRC License. Extensive experience in handling nutrition consultations. Highly organized and with strong attention to detail. Strong command of the english language. Must be willing to work on site (Bagong Ilog, Pasig)","18,000","27,000",Not Specified,Not Specified,Science
Joblum,Research and Development Specialist,Food Tech/Nutritionist,BGC FOOD INDUSTRIES,2021-05-27,Central Luzon,Not Specified,"18,000-25,200",Not Specified / In Description,Not Specified / In Description,"The hirer is still in the process of verification. Copy and paste this link on your browser to know what it means: https://cloud.ph.jobstreetmail.com/PH-JS-CAN-Under-Verification Duties: Formulates and develops new products · Performs maintenance and improvement on existing products · Conducts laboratory and production trials for testing and validation · Translate and scales up laboratory prototypes to commercial runs · Performs sensory and shelf-life evaluation of products · Conducts trials for new ingredients and new processes · Establishes the product and process specifications. Process applications for FDA. Develop, Implement, communicate and maintain a quality plan to bring the company's quality systems and policies into compliance with 5s,GMP, SSOP, HACCP and other quality related requirements. Qualifications: With basic knowledge on micro and physio analysis. Has initiative and pays attentions to details. Has Strong leadership skills project management skills, and organizational skils. Applicants must be residing in Angat Bulacan or Near Cities. Computer literate and proficient in MS Word, Excel , and PowerPoint.","18,000","25,200",Not Specified,Not Specified,Science
Joblum,Food Technologist,Food Tech/Nutritionist,Addiction Foods Pte. Ltd Philippines,2021-05-27,Pasig City,OJT,"30,000-35,000",Not Specified / In Description,Not Specified / In Description,"Responsibilities: Ensuring regulatory requirements for imported raw materials are met Liaising with regulatory bodies (MPI), Sales Personnel (for product exportation inquiries), and importers (as needed) Ensuring that product registration to importing countries are processed and documentation requirements comply Handling complaints (from capture, investigation, action planning, response to the customer, to closure) Conducting technical training and cascades Documenting, reviewing, and updating procedures, plans, memos, instructions, guidelines, etc. and updating databases, documents, and records of QA Leading virtual external audits and ensure preparation of necessary documents and records Fulfilling other tasks required by superior/ manager Qualifications: At least 3 years experience in Food Manufacturing under Quality Control/ Quality Assurance/ Quality Management. Trained and have work background on Quality Control and Quality Assurance Programs, GWP, GMP, 5S, HACCP, PRPs, and Integrated Pest Management Well versed in documentation (Food Safety, Quality Programs and SOP), audit (product, process, and food safety), and laboratory testing/analysis (microbiological, Physico-chemical, sensory, proximate) Capable of conducting technical training (Quality, Food Safety Programs) including orientation and cascades of Company Procedures Knowledge of pet food regulatory requirements of China, the USA, Australia, Korea, Japan, Taiwan, Hongkong, Philippines will be an advantage Training on ISO 9001: 2015 and FSSC 22000:2018 will be an advantage For more information about us please visit our sites: addictionpet.com wishbonepet.com privatelabel.addictionfoods.com","30,000","35,000",Not Specified,Not Specified,Science
Joblum,Technical Service Manager,Food Tech/Nutritionist,Oleo-Fats Inc. (OFI),2021-05-27,Quezon City,OJT,,Not Specified / In Description,Not Specified / In Description,"The Technical Services & Innovations Manager Responsible for the current market needs, and anticipation for future developments through Business Dev’t and spearhead developments in coordination with the Product Design team. Provide technical expertise by means of troubleshooting, applications support and technical know-how Responsible for developing and creating plans and programs to support sales and marketing in the promotion and growth of OFI products. Responsible for establishing and standardizing current practices in order to be able to focus on strategic growth aspects for the company. Qualifications: Graduate of Bachelor of Science or Engineering courses such BS Food Technology, Nutrition and Dietetics or Chemical Engineering Has at least 5 years of experience in a managerial post and of handling a very dynamic team Preferably with background or work experience in a Food manufacturing assigned in Research and Development or Technical Sales Knowledge and understanding in business development, food research and development, market analysis and product application Key skills: Computer proficiency, knowledge and proficiency on spreadsheets and powerpoint is an advantage Good leadership and coaching skills Good communication skills, orally and in writing Excellent attention to detail and problem-solving skills Good decision-making and organizational skills",Not Specified,Not Specified,Not Specified,Not Specified,Science
Joblum,NUTRITIONIST DIETITIAN III,Food Tech/Nutritionist,QUIRINO MEMORIAL MEDICAL CENTER - Government,2021-05-27,National Capital Reg,Not Specified,"43,680-43,690",Not Specified / In Description,Not Specified / In Description,"Deadline for accepting applications : May 31, 2021 Only those with Civil Service Eligibility will be processed. Kindly upload your Certificate of Eligibility or PRC License. Plantilla Item No. : OSEC-DOHB-ND3-11-1998 Salary/Job/Pay Grade : 18 Monthly Salary : Php 43,681.00 QUALIFICATION Eligibility : RA 1080 Education : Bachelor's Degree in Nutrition, Dietetics or Community Nutrition Training : 8 hours of relevant training Work Experience : 2 yrs relevant experience Instructions/Remarks : Interested and qualified applicants should signify their interest in writing. Attach the following documents to the application letter and send to the address below not later than May 31, 2021. Documents: 1. Fully accomplished Personal Data Sheet (PDS) with recent passport-sized picture (CS Form No. 212, Revised 2017) which can be downloaded at www.csc.gov.ph; 2. Performance rating in the present position for one (1) year (if applicable); 3. Photocopy of certificate of eligibility/rating/license; and 4. Photocopy of Transcript of Records. QUALIFIED APPLICANTS are advised to hand in or send through courier/email their application to: EVELYN VICTORIA E. RESIDE, MD,FPCP, FPCCP, MAS Medical Center Chief II QUIRINO MEMORIAL MEDICAL CENTER Quirino Memorial Medical Center Katipunan Rd. cor JP Rizal St. Project 4, Quezon City [email protected] APPLICATIONS WITH INCOMPLETE DOCUMENTS SHALL NOT BE ENTERTAINED. ","43,680","43,690",Not Specified,Not Specified,Science
Joblum,SANITATION INSPECTOR I,Food Tech/Nutritionist,City Government of Cabanatuan - Government,2021-05-26,Central Luzon,Not Specified,"14,847",Not Specified / In Description,Not Specified / In Description,"Deadline for accepting applications : June 2, 2021 Only those with Civil Service Eligibility will be processed. Kindly upload your Certificate of Eligibility or PRC License. Place of Assignment : CITY HEALTH OFFICE, Cabanatuan City Plantilla Item No. : 15 Salary/Job/Pay Grade : 6 Monthly Salary : Php 14,847.00 QUALIFICATION Eligibility : Career Service Sub Professional / First Level Eligibility Education : Completion of two years studies in college Training : None required Work Experience : None required Instructions/Remarks : Interested and qualified applicants should signify their interest in writing. Attach the following documents to the application letter and send to the address below not later than June 2, 2021. Documents: 1. Fully accomplished Personal Data Sheet (PDS) with recent passport-sized picture (CS Form No. 212, Revised 2017) which can be downloaded at www.csc.gov.ph; 2. Performance rating in the last rating period (if applicable); 3. Photocopy of certificate of eligibility/rating/license; and 4. Photocopy of Transcript of Records. QUALIFIED APPLICANTS are advised to hand in or send through courier/email their application to: Hon. Myca Elizabeth R. Vergara City Mayor Office of the City Mayor, City Hall, Phase II, Kapt. Pepe Subd., Cabanatuan City [email protected] APPLICATIONS WITH INCOMPLETE DOCUMENTS SHALL NOT BE ENTERTAINED.","14,847","14,847",Not Specified,Not Specified,Science
Joblum,Research And Development Specialist,Food Tech/Nutritionist,JC WORLDWIDE FRANCHISE INC.,2021-05-26,Calabarzon & Mimaropa,Full Time,,Not Specified / In Description,Not Specified / In Description,"JOB SUMMARY Research and Development Specialist reports directly to the PLANT MANAGER by which the main function is to ensure continuous innovation of Product Quality and processes of current and new products. DUTIES AND RESPONSIBILITIES PRODUCT DEVELOPMENT FUNCTIONS Develops new products as required by the company.Creates new products that will impact on the company’s Profitability.Introduce new technique and processes for the purpose of innovationsWorks closely with Production Specialist and Quality assurance Team to ensure that correct process and parameters are being undertaken and fully implemented in the Plant.Conducts regular New Product Presentations to the management and PanellistConducts sensory evaluation of new and existing products.Evaluate existing product and processes and recommend improvements based on the current trends.Timely Updates of all pertinent R &D documents. SANITATION & FOOD SAFETY SUPPORT Collaborates with QA team in the Conducts of Operational and Pre Operational sanitation procedures. DOCUMENTATION & REGULATORY COMPLIANCE Collaborates with QA Team in the preparations and compliance on all documents as required by FDA, NMIS and other Institutions as may be required by the Government.Continuous Research and Development Manual Updates.Recommends and accredits suppliers for substitutes and upgrades of products and materials.Utilize technical expertise to prevent process or product failures.Improvement of product quality through attention to materials and process. QUALIFICATIONS Bachelor’s/College Degree, Food Technology Graduate, Nutrition, or equivalentProficient in Microsoft (MS Word Excel, PPT.) Excellent communication skills, both oral and written, including the ability to prepare reports, proposals and procedurePeople Management Skill is required as this function deals with people of various personalitiesAbility to work independently with minimal supervisionKnowledge in food safety PracticesKnowledge in the concept of Product formulation to product presentation.Tactful and discrete when dealing with people and confidential informationExperience in a Food Manufacturing company as A Quality Assurance Specialist of at least 1 year is required for this function. Technical knowledge in Food safety HACCP is a plus.",Not Specified,Not Specified,Not Specified,Not Specified,Science
Joblum,Food Technologist,Food Tech/Nutritionist,Bigtime Empire,2021-05-26,National Capital Reg,OJT,"15,000-19,500",Not Specified / In Description,Not Specified / In Description,Candidate must possess at least Bachelor's/College Degree in Food Technology/Nutrition/Dietetics or equivalent. At least 1 Year(s) of working experience in the related field is required for this position. Preferably 1-4 Yrs Experienced Employee specialized in Food Technology/Nutritionist or equivalent.,"15,000","19,500",Not Specified,Not Specified,Science
Joblum,Sanitation Inspector V,Food Tech/Nutritionist,"Municipal Government of Governor Generoso, Davao Oriental",2021-05-26,Davao,Not Specified,"33,575",Not Specified / In Description,Not Specified / In Description,"Deadline for accepting applications : June 3, 2021 Only those with Civil Service Eligibility will be processed. Kindly upload your Certificate of Eligibility or PRC License. Place of Assignment : MHO Plantilla Item No. : MHO-033 Salary/Job/Pay Grade : 15 Monthly Salary : Php 33,575.00 QUALIFICATION Eligibility : Career Service( Sub Professional ) 1st level eligibility Education : Complition of 2 years studies in college Training : 16 hours of relevant training Work Experience : 3 years of relevant experience Instructions/Remarks : Interested and qualified applicants should signify their interes in writing. Attach the following documents to the application letter and send to the address below not later than June 3, 2021. Documents: 1. Fully accomplished personal data sheet( PDS ) with recent pasport-sized picture( CS Form No. 212, revised 2017 ) which can be downloaded at www.csc.gov. ph; 2. Performance rating in the last rating period( if applicable ) 3. Photocopy of certificate of eligibility/rating/license; and 4. Photocopy of Trancript of Records. QUALIFIED APPLICANTS are advised to hand-in or send through courier/email their application to: JOEL G. GAVILO HRMO III San Jose St., Poblacion, Gov. Generoso [email protected] APPLICATION WITH INCOMPLETE DOCUMENTS SHALL NOT BE ENTERTAINED","33,575","33,575",Not Specified,Not Specified,Science
Joblum,Technical Assistant,Food Tech/Nutritionist,Wills International Sales Corporation,2021-05-25,National Capital Reg,OJT,"18,000-20,000",Not Specified / In Description,Not Specified / In Description,"With experience in Research and Development preferably Food prototyping. Adept in proper documentation processes. Familiar with the preparation, monitoring, and reporting of sample requests, sample inventory, and disposal of expired samples. Coordinates with the Principals on their sample requests and status of incoming sample deliveries. With Technical know-how on food raw materials, non-food, personal care and home care raw materials. Assist Technical Manager on the Project Development Plans. Professional experience in baking an advantage. Preferably graduate of Food Technology and Chemistry.","18,000","20,000",Not Specified,Not Specified,Science
Joblum,Meat Inspector I (6),Food Tech/Nutritionist,City Government of Iloilo City (Capital),2021-05-25,Western Visayas,Not Specified,"15,524",Not Specified / In Description,Not Specified / In Description,"Deadline for accepting applications : June 01, 2021 Only those with Civil Service Eligibility will be processed. Kindly upload your Certificate of Eligibility or PRC License. Place of Assignment : Local Economic Enterprise Office-Slaughterhouse Plantilla Item No. : 6 Salary/Job/Pay Grade : 6 Monthly Salary : Php 15,524.00 QUALIFICATION Eligibility : Career Service (Sub-Professional)/ First Level Eligibility Education : Completion of two years studies in college Training : None Required Work Experience : None Required Instructions/Remarks : Interested and qualified applicants should signify their interest in writing. Attach the following documents to the application letter and send to the address below not later than June 01, 2021. Documents: 1. Fully accomplished Personal Data Sheet (PDS) with recent passport-sized picture (CS Form No. 212, Revised 2017) which can be downloaded at www.csc.gov.ph; 2. Performance rating in the present position for one (1) year (if applicable); 3. Photocopy of certificate of eligibility/rating/license; and 4. Photocopy of Transcript of Records. QUALIFIED APPLICANTS are advised to hand in or send through courier/email their application to: LEO M. ELEVENCIONE HRMO 7I, HRMO, 7th Floor, Iloilo City Hall Bldg. [email protected] APPLICATIONS WITH INCOMPLETE DOCUMENTS SHALL NOT BE ENTERTAINED.","15,524","15,524",Not Specified,Not Specified,Science
