Website,Job Title,Category,Company,Date Posted,Location,Status,Salary,Education,Years of Work Experience,Job Description,Min Salary,Max Salary,Min Years of Work Experience,Max Years of Work Experience,Field
Joblum,Boom truck Operator/ Driver,Electronics,Mirait Philippines Inc.,2021-05-29,Negros Occidental (Bacolod),OJT,,Not Specified / In Description,Not Specified / In Description,• Graduate of any 4-year courses/undergraduate/HS graduate/Vocational • With valid professional driver’s license (Restriction code 1 2 3 8 • Proficient in telescopic 3-stage boom truck operations and in-vehicle roadworthiness. • Knowledgeable in basic truck preventive maintenance and proficient in pole erection safety/travel procedures.,Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Field & Network Operations / IPNET Node Operations - Engineer II,Electronics,Converge ICT Solutions Inc.,2021-05-29,Pasig City,OJT,,Not Specified / In Description,Not Specified / In Description,"Job Qualifications: Candidate must possess at least Bachelor's/College Degree in Engineering (Computer/Telecommunication), Computer Science/Information Technology or equivalent.At least 3 Year(s) of working experience in the related field is required for this position.Preferably 1-4 Yrs Experienced Employee specialized in Engineering - Electronics/Communication or equivalent.Knowledge in computer-based office works such as MS OFFICE, EXCEL, and POWERPOINT presentation. Knows how to drive a manual vehicle with at least 1 year of driving experience (familiarization in metro manila is an edge) Job Descriptions: NETWORK NODE AND FACILITIES MANAGEMENT ● 24/7 Maintenance of company clients nodes to provide the most reliable internet service.● Monitor inventory and maintenance of Node Network Equipment and Facilities for service reliability.● Coordination with another service provider with building access pass to perform node facility maintenance such as power supplies and rectifier and also support necessary network equipment troubleshooting.● Provide on-site support for escalated trouble from Network Operations (NOC) and Network Reliability and Assurance team in troubleshooting company deployed network equipment during network outage or equipment and backhaul upgrade.● Support in Multi-vendor new equipment acceptance testing and create timely report. REPORT MANAGEMENT ● Generate reports after every activity and network related issues to present important information impersonally on a timely manner. EMPLOYEE RELATIONS ● Assist and mentor junior ip network engineers or most commonly known as field engineers in every troubleshooting and configuration of network equipment.● Officer in Charge○ for every skeletal scheduling, there will be assigned Sr. Network engineer, and acting as officer incharge in theabsence of Team lead. NETWORK MIGRATION ● Support Core and Network Planning with the installation and commissioning of newly deployed equipment to company nodes.● Assist in scheduled network migration and scheduled network upgrade activity for international and local backhaul activity. NETWORK REPAIR AND TROUBLESHOOTING ● Provide on site support for Network Operations (NOC) and Network Reliability and Assurance team in troubleshooting company deployed network equipment during network outage and equipment or backhaul upgrade.● 24x7 support on any network related problems and concerns.● Support in Multi-vendor new equipment acceptance testing and createtimely report. Network Acceptance ● Conducts testing and approval for newly endorsed facility and provides acceptance report afterwards.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Field & Network Operations / IPNET Node Operations - Engineer I,Electronics,Converge ICT Solutions Inc.,2021-05-29,Pasig City,OJT,,Not Specified / In Description,Not Specified / In Description,"Job Qualifications: Candidate must possess at least Bachelor's/College Degree in Engineering (Computer/Telecommunication), Computer Science/Information Technology or equivalent. At least 2 Year(s) of working experience in the related field is required for this position. Preferably 1-4 Yrs Experienced Employee specialized in Engineering - Electronics/Communication or equivalent. Job Descriptions: Network Node and Facilities Maintenance ● Provide on site support for escalated trouble from Network Operations (NOC) and Network Reliability and Assurance team in troubleshooting company deployed network equipment during network outage or equipment and backhaul upgrade for network optimization. ● Assist in scheduled network migration and scheduled network upgrade activity for international and local backhaul activity. ● 24/7 support on any network related problems and concerns. ● Support in Multi-vendor new equipment acceptance testing and create timely report. ● Provide network update and provide reports for every network activity ● Generate reports to present important information impersonally on a timely manner. ● Assist Sr. Network Engineer for given task. ● INVENTORY OF USED EQUIPMENT ● INVENTORY OF EQUIPMENT NEEDED ● Provides support for Sr. Engineer for acceptance of newly endorsed facility",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Network & Capability Assurance - Network Engineer I,Electronics,Converge ICT Solutions Inc.,2021-05-29,Pasig City,Full Time,,Not Specified / In Description,Not Specified / In Description,"Job Qualifications: Candidate must possess at least Bachelor's/College Degree in Engineering (Computer/Telecommunication), Computer Science/Information Technology or equivalent. At least 2 Year(s) of working experience in the related field is required for this position. Preferably 1-4 Yrs Experienced Employee specialized in Engineering - Electronics/Communication or equivalent. With CCNA/HCNA Certifications Job Descriptions: NETWORK CAPACITY MANAGEMENT ● Monitor end to end (From International Upstream Capacity to Access Network Facility) Network Link Capacity and recommends possible Augmentation Plan internally and concern Groups. ● Monitor manage Network Elements Interfaces and recommends possible Augmentation Plan internally and concern Groups. ● Perform other duties assigned by Management. ● Renders 24x7 on-call duty. NETWORK ASSURANCE MANAGEMENT ● Monitor Network Elements Link Redundancy and Resiliency and coordinates/recommends Augmentation Plan and Implementation to concern Groups. ● Work closely with other Groups under Network Operation to perform comprehensive and thorough troubleshooting of escalated issues. ● Coordinates to Vendor Support and 3rd Party Providers when situation requires. ● Perform initial troubleshooting for manage Network Monitoring Tools related issues and escalate to appropriate Parties/Groups for further checking and troubleshooting. ● Perform other duties assigned by Management. ● Renders 24x7 on-call duty. NETWORK ELEMENT PROVISIONING ● Handles Provisioning of Upstream Capacity, (Tier 1 ISPs, Local and International IX, and PNIs), Local MPLS Backbone, Border Gateway, IP Edge, Metro E Aggregation and Access (Including EPON and GPON) facilities. ● Handle newly acquired IP Address Testing and Geolocation Providers update. ● Perform other duties assigned by Management. ● Renders 24x7 on-call duty. NETWORK ACTIVITY MANAGEMENT ● Perform Major Maintenance Activities covering International and Local MPLS Backbone, Border Gateway, IP Edge, Metro E Aggregation and Access (Including EPON and GPON) facilities which includes Firmware upgrade, Expansion and Capacity Upgrade. ● Handles Provisioning, Maintenance Activities, and Troubleshooting of Network Management Tools including POC of prospect NMS Tools. ● Regularly updates Network Monitoring Tools as well as other Groups under Network Operation in every Network Changes made. ● Perform other duties assigned by Management. ● Renders 24x7 on-call duty. REPORT MANAGEMENT ● Generate accurate reports required by the Management.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Network Solutions Architect I,Electronics,Converge ICT Solutions Inc.,2021-05-29,National Capital Reg,Full Time,,Not Specified / In Description,Not Specified / In Description,"PURPOSE The position exists in order to collaborate with Key Account Managers to determine client’s requirements, design network architecture with the objective of acting as technical experts to meet and satisfy their needs within our company standards MINIMUM REQUIREMENTS Education: Minimum Educational Qualifications for this position Bachelor’s Degree in Electronics Engineering, Computer Engineering, Information Technology and other IT related course. Preferably with knowledge in Cisco Networking. Relevant Experience: At least 2-3 years working experience in telco industry or IT related field. Preferably with pre sales experience and customer support Business Understanding: Knowledgeable in Data Solutions, Fiber Optic Transmission, Network Design and/or latest Telecommunications technology AREAS OF RESPONSIBILITY Collaboration with Sales Work with KAM to provide expert technical support to prospective customers/clients Presentation / Technical Scoping Present and markets the design and value of proposed solution and business case to customers, prospects, internal management. Assisted with technical questions or concerns during the sales process and frequently participate in the internal portion of the project Process On-time reply to RTS filed by KAM Personal Goal in Technical Improvement Pro-actively do some research for the market trends and offerings in the industry. Must have the initiative to study and gain more knowledge on the company’s existing network and future expansion Attend technical conventions and updates Technical Support Maintain collaboration and business relationship with client, vendors and partners Provide strategic guidance and technical support to internal and external customers. Provide technical information as necessary to produce and complete winning proposals to comply with client requirements including: Network Diagram Equipment specifications, as needed Product Description, background on Converge Network, as needed Work with customers, attend meetings to make infrastructure upgrade recommendations Employee Professional Relationship (Internal and External) Build a client-pre sales relationship to create and maintain the business Build a sales-pre sales relationship to collaborate solution that will keep the business growing Provide leadership, mentoring, and collaboration with co-pre sales Customer Satisfaction To conduct random survey to determine the overall experience of internal and external customers in terms of Pre-sales support Area of Assignment: Reliance, Pasig Group Name: Network Operations Job Level: Team Member NOTE: FOR FASTER PROCESSING, PLEASE SUBMIT YOUR APPLICATION BY FILLING OUT THIS APPLICATION FORM: https://forms.gle/JfT31gzpH6VjnauaA",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Software Development Engineer,Electronics,"Integrated Micro-electronics, Inc.",2021-05-29,Laguna (Others),OJT,,Not Specified / In Description,Not Specified / In Description,"Qualifications: Graduate of Bachelor's Degree in Computer, Software or Systems engineering, With at least 5 years relevant SW/FW development experience in embedded systems Accomplished in C/C++ programming for MCU/MPU's With strong fundamentals in programming algorithms and data structures Experienced in SDLC and SW development conventions and standards in an industrial/automotive environment With working knowledge in digital and analog electronics formal training in software development, strong technical orientation. Advanced Engineering Degree; Research Orientation. Knowledge in Embedded software development, software development standards and methodologies, software reliability, software verification and validation. Functions: Implement assigned SW development tasks and an individual or team member Implement assigned SW related task in support of the factory or other groups Conduct research and investigative work in specific areas assigned Engage in self-development activities in agree-upon topics Implement assigned business development tasks in support of sales, marketing and business development",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Test Technician,Electronics,"EMS Components Assembly, Inc.",2021-05-29,Cavite,Full Time,,Not Specified / In Description,Not Specified / In Description,"JOB REQUIREMENTS: BS Industrial/Electronics Graduate College Level or Vocational Graduates with relevant experience are also welcome to apply Problem-solving skills and decisive knowledge of appropriate testing methods. Ability to work unsupervised. JOB RESPONSIBILITIES: Testing products for safety, capacities, compliance, and performance. Examining and investigating specific aspects and components of products in question. Compiling reports on findings and testing data gathered. Providing recommendations and advice to relevant stakeholders. Maintaining lab and testing equipment regularly. Discussing findings with other team members. Implementing changes in testing protocols as required. Consulting with senior management about testing results. Reporting any issues through the appropriate channels. Recommending technical and procedural additions to test processes.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Technical Support Representatives (Electronics and Home Appliance Background),Electronics,Sitel Philippines Corporation,2021-05-28,National Capital Reg,OJT,,Not Specified / In Description,Not Specified / In Description,"We are excited for you to join our SITEL Barkada! Click on “APPLY NOW!” and it will take you directly to SITEL’s registration portal to start the automated application processes. Please make sure you are ready to proceed and that you are at a location conducive for assessments. Kindly take the time to complete the process to ensure higher chances of acceptance. Good luck! In case the link fails to take you to the SITEL page, please copy the URL below and start your application through the SITEL portal using your browser. https://philippines.sitel.com/sitel-barkada-jbs/ To fast track your application please make sure to finish your online assessment. You may contact us at 09778078719 if you need assistance on your application. Who are we looking for? We are looking for passionate individuals who can deliver personalized and memorable experiences for our clients and customers. Customers will rely on you to answer questions, address their concerns, and help them with a particular product or service. You simply need to know your way around a computer and be comfortable supporting customers through phone, chat and email. Join us today in building trust, being bold, working together and wowing our customers! What are we looking for? - Candidates who are at least 18 years old and above - Completed at least two (2) years of college education - Basic computer navigation skills - Good command of the English language - Willingness to work on shifting schedules - With at least 6 months Call Center Experience (Preferred) What should you expect from us?- Paid training from day one- Tons of growth opportunities (93% of our non-agent positions are filled internally)- A leadership team that hears your voice; we know that when we work together we can accomplish so much more- Fun team environment where we work hard to build trust every single day- HMO Benefits for you and your family- Free Shuttle service on selected locations (Pick-up points)",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Site Engineer(ECE),Electronics,Megacity General Construction and Development Corporation,2021-05-28,National Capital Reg,Not Specified,"25,000-35,000",Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least Bachelor's/College Degree, Professional License (Passed Board/Bar/Professional License Exam) in Engineering (Electrical/Electronic) or equivalent. At least 8 Year(s) of working experience in the related field is required for this position. w/ experience in Installation, Testing & Commissioning of Auxiliary Systems/Devices Handled Projects related in any of the following: FDAS, CCTV, CATV, PABGM, Access Control, Security Controls, Networks, Fiber Optics & Structured Cabling Willing to start Immediately","25,000","35,000",Not Specified,Not Specified,Engineering
Joblum,Design Engineer - OSP (Mindanao),Electronics,PHILKO UBINS LTD. CORP.,2021-05-28,National Capital Reg,Project Base,"18,000-20,000",Not Specified / In Description,Not Specified / In Description,"Manage the OSP engineering process from project award through permit closeout and as-built submittal Responsible for designing and application of RTA Prepare, manage and maintain project documentation, maps and CAD drawings Perform site surveys Review and record BOQ and As-Built documentation. Assisted in design of FTTH works Works closely with other designers with regards to design innovations and calculations. Provides design from submitted enquiry with high regard to Health, Safety and Efficiency. Job Highlights Inside the Central Business District area Fast-paced environment Opportunities to Travel Willing to be assigned in Mindanao area","18,000","20,000",Not Specified,Not Specified,Engineering
Joblum,Service Engineer- PLC,Electronics,Peoplehub Inc,2021-05-28,Pasig City,Not Specified,,Not Specified / In Description,Not Specified / In Description,"NOTE: SUCCESSFUL APPLICANT MUST BE WILLING TO BE ASSIGNED IN HONGKONG HQ FOR A PERIOD OF TIME. This position is responsible for the coordination per department for activities and special projects. Handles all task that involves the implementation and performance of repair and maintenance of all electronic equipment and controls, process controls and controllers, processors, monitors and its distribution control system. Qualifications:• Graduate of Bachelor of Science in Electronics and Communications Engineering or Electronics Technology.• Must be a licensed Electrical/ Electronics Engineer• Minimum of 5 years’ experience working in Semicon, Electronics and other large Manufacturing company.• Adept in using PLC, SCADA and Electronic controls• Must have a valid Passport.• Willing to travel in Hongkong for job assignment, accommodation and working VISA will be assisted.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Instructor I,Electronics,Cebu Technological University - Government,2021-05-28,Central Visayas,Full Time,"26,052",Not Specified / In Description,Not Specified / In Description,"Deadline for accepting applications : May 31, 2021. Only those with Civil Service Eligibility will be processed. Kindly upload your Certificate of Eligibility or PRC License. Place of Assignment : CTU Pinamungajan Campus - College of Technology Plantilla Item No . : INST1-31-2020 Salary/Job/Pay Grade : 12 Monthly Salary : Php 26,052.00 QUALIFICATION : Eligibility : Registered Electronics Engineer with valid PRC license Education : Bachelor's Degree in Electronics Engineering with Master'sDegree in Electronics Engineering or any allied fields Training : Preferably a TESDA NC II Holder of related skills Work Experience : Preferably with relevant industry experience Instructions/Remarks : This office highly encourages interested and qualified applicants including persons with disability (PWD), members of the indigenous community, regardless of age, sex, civil status, religion, political affiliation, sexual orientation and gender identity expression (SOGIE). Interested and qualified applicants should signify their interest in writing. Attach the following documents to the application letter and send to the address below not later than May 31, 2021. Documents: 1. Fully accomplished Personal Data Sheet (PDS) with recent passport-sized picture (CS Form No. 212, Revised 2017) which can be downloaded at www.csc.gov.ph; 2. Performance rating in the last rating period (if applicable); 3. Photocopy of certificate of eligibility/rating/license; and 4. Photocopy of Transcript of Records. QUALIFIED APPLICANTS are advised to hand in or send through courier/email their application to: JANA GLORIA F. ALMERINO, Dev.Ed.D., RGC Supervising Admin. Officer (HRMO IV)/ University HRMO M. J. Cuenco & R. Palma St. Cebu City [email protected] APPLICATIONS WITH INCOMPLETE DOCUMENTS SHALL NOT BE ENTERTAINED.","26,052","26,052",Not Specified,Not Specified,Engineering
Joblum,"Smartphone Technician - Podium, Ortigas",Electronics,"Philippine OPPO Mobile Technology Inc.,",2021-05-28,Pasig City,Not Specified,,Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least Bachelor's/College Degree in Computer Science/Information Technology, Quantity Survey, Business Studies/Administration/Management, Finance/Accountancy/Banking, Logistic/Transportation or equivalent. Required language(s): English, Filipino At least 1 Year(s) of working experience in the related field is required for this position. Required Skill(s): Microsoft Office Preferably 1-4 Yrs Experienced Employee specialized in Purchasing/Inventory/Material & Warehouse Management or equivalent. Provide 1x1 Photo",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
