Website,Job Title,Category,Company,Date Posted,Location,Status,Salary,Education,Years of Work Expirience,Job Description,Min Salary,Max Salary,Min Years of Work Expirience,Max Years of Work Expirience,Field
Joblum,Sales Engineer,Other Engineering,MOSRA Automated Solutions Inc.,2021-05-29,Laguna (Others),Full Time,"20,000-26,000",Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least Bachelor's/College Degree At least 4 Year(s) of working experience in the related field is required for this position. Preferably 1-4 Yrs Experienced Employee specialized in Engineering - Others or equivalent. Establishes new accounts and services accounts by identifying potential customers and planning and organizing sales call schedule and visit Drive and manage the product evaluation stage in order to accurately discover the customers’ requirements Share customer requirements with the Engineering Department and collaborate with engineers to create an appropriate and competitive solution in case the projects are related to Automation Responsible for pricing custom solutions Gains customer acceptance by explaining or demonstrating cost reductions and operations improvements Identifies current and future requirements by establishing personal rapport with potential and actual customers Communicate solution issues to Sales Supervisor and to our customer Offering after-sales support services Calculating client quotations, Negotiating and closing sales by agreeing terms and conditions and Meeting regular sales targets Participate and provide in weekly sales meetings Must know how to drive and with driving license","20,000","26,000",Not Specified,Not Specified,Engineering
Joblum,Agricultural Technologist,Other Engineering,"City Government of Valencia, Bukidnon - Government",2021-05-28,Northern Mindanao,Not Specified,"20,145",Not Specified / In Description,Not Specified / In Description,"Deadline for accepting applications : June 5, 2021 Only those with Civil Service Eligibility will be processed. Kindly upload your Certificate of Eligibility or PRC License. Place of Assignment : City Agriculture Office (CAgO) Plantilla Item No. : 336 Salary/Job/Pay Grade : 10 Monthly Salary : Php 20,145.00 QUALIFICATION Eligibility : RA 1080 Education : Bachelor's degree in Agriculture Training : None Required Work Experience : None Required Instructions/Remarks : Interested and qualified applicants should signify their interest in writing. Attach the following documents to the application letter and send to the address below not later than June 5, 2021. Documents: 1. Fully accomplished Personal Data Sheet (PDS) with recent passport-sized picture (CS Form No. 212, Revised 2017) which can be downloaded at www.csc.gov.ph; 2. Performance rating in the present position for one (1) year (if applicable); 3. Photocopy of certificate of eligibility/rating/license; and 4. Photocopy of Transcript of Records. QUALIFIED APPLICANTS are advised to hand in or send through courier/email their application to: AZUCENA P.HUERVAS City Mayor CGO VALENCIA, BUKIDNON City Hall Compound, Catarata St., Poblacion, Valencia City, Bukidnon [email protected] / [email protected] APPLICATIONS WITH INCOMPLETE DOCUMENTS SHALL NOT BE ENTERTAINED.","20,145","20,145",Not Specified,Not Specified,Engineering
Joblum,LINEMAN,Other Engineering,M.A.C International Inc.,2021-05-28,National Capital Reg,OJT,"11,000-17,200",Not Specified / In Description,Not Specified / In Description,Candidate must possess at least Vocational Diploma/Short Course Certificate in Engineering (Electrical/Electronic) or equivalent. At least 2 Year(s) of working experience in the related field is required for this position. Preferably 1-4 Yrs Experienced Employee specialized in Engineering - Others or equivalent.,"11,000","17,200",Not Specified,Not Specified,Engineering
Joblum,Engineer I,Other Engineering,"Municipal Government of Miagao, Iloilo",2021-05-28,Western Visayas,OJT,"22,046",Not Specified / In Description,Not Specified / In Description,"Deadline for accepting applications : June 8, 2021 Only those with Civil Service Eligibility will be processed. Kindly upload your Certificate of Eligibility or PRC License. Place of Assignment : Office of the Municipal Engineer Plantilla Item No. : 2 Salary/Job/Pay Grade : 12 Monthly Salary : Php 22,046.00 QUALIFICATIONS: Eligibility : RA 1080 Education : Bachelor's degree in Engineering relevant to the job Training : None required Work Experience : None required Competency : Achievement Orientation - able to effectively work within structures, following step by step process and ability to use internal and external resources to achieve individual, team and organizational goals. Organization Skills and Service Delivery - demonstrates ability to distribute and/or assign work or goals to individuals based on their capability, prioritising, sequencing and scheduling their work effectively and identifies opportunities for improving inidivual, team and agency performance. Relationship Management - able to contribute to the delivery of the outputs in a group environment through positive and responsible communication, interaction, and cooperation with teammates and colleagues. Instructions/Remarks : Interested and qualified applicants should signify their interest in writing. Attach the following documents to the application letter and send to the address below not later than June 8, 2021 . Documents: 1. Fully accomplished Personal Data Sheet (PDS) with recent passport-sized picture (CS Form No. 212, Revised 2017) which can be downloaded at www.csc.gov.ph; 2. Performance rating in the present position for one (1) year (if applicable); 3. Photocopy of certificate of eligibility/rating/license; 4. Photocopy of Transcript of Records; and 5. Photocopy of Certificate of Trainings. QUALIFIED APPLICANTS are advised to hand in or send through courier/email their application to: MACARIO N. NAPULAN, M.D. Municipal Mayor Mueda Street, Miagao, Iloilo [email protected] APPLICATIONS WITH INCOMPLETE DOCUMENTS SHALL NOT BE ENTERTAINED","22,046","22,046",Not Specified,Not Specified,Engineering
Joblum,Painting Engineer,Other Engineering,"Cal-Comp Precision (Philippines), Inc.",2021-05-28,Batangas,Not Specified,,Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least Bachelor's/College Degree in Engineering (Others) or equivalent. Handle the early stage of the new project process analysis Knowledge in fixture design, development, use training and improvement Spray or debugging and assessment of pad printing. Process the quality of paint or ink tracking and improving. Collect, develop and improve spray paint or pad printing product related information such as coating instructions/MSDS/flow chart/FMEA/WI/Painting BOM Training spray paint or pad printing technicians Track to improve the quality problems in the process of spray paint or pad printing and issue quality report in the form of the tracker. More than 1 year of paint or pad printing production or engineering experience Familiar with office and Autocad Software Familiar with 5s management Has the strong sense of responsibilty and independent working ability Familiar with ISO 9000 knowledge Has a good communication skills Executive ability and team spirit Willing to work in FPIP Batangas",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Molding Engineer,Other Engineering,"Cal-Comp Precision (Philippines), Inc.",2021-05-28,Batangas,Not Specified,,Not Specified / In Description,Not Specified / In Description,Candidate must possess at least Bachelor's/College Degree in Engineering (Industrial) or equivalent. At least 3 Year(s) of working experience in the related field is required for this position. Mold set up skill and experience. With knowledge in fixture design/simple fixture manufacture Able to work under pressure Compile abnormal analysis report Cooperate technical team Compile improvement report and work with technical team Preventive measures confirm the effect Optimize for 3 items per week Willing to work in FPIP Sto.Tomas Batangas,Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,NPI (ME),Other Engineering,"Kinpo Electronics (Philippines), Inc.",2021-05-28,Calabarzon & Mimaropa,Full Time,,Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least a Bachelor's/College Degree , Engineering (Others) or equivalent. Lead Engineers to ensure activities will be alligned to department goals and objectives. Need to collaborate with factory team to establish line layout. Able to make and Buy off manufacturing process. Project scheduling on all layout machine (Type 1, Type 2 , Type 3 equipment) Work with Process team to come out with more Ergonomics and Human Factors process Work on Manufacturing Process Design. Work with customer on Six Sigma activities and Improvement Activity. Work with customer lean team on cost reduction activity and Lean Manufacturing Activity. Capacity planning on new program layout. Time studies to meet customer TAC Time. Apply statistical methods and perform mathematical calculations to determine manufacturing processes, Staff requirements production standards. Required skill(s): Failure Analysis, Minitab, DMAIC, 8D. At least 4 year(s) of working experience in the related field is required for this position. Preferably 1-4 Yrs Experienced Employees specializing in Engineering - Others or equivalent. Full-Time position available.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Office Surveyor (Geodetic Engineer),Other Engineering,"Filinvest Alabang, Incorporated",2021-05-28,Muntinlupa City,OJT,,Not Specified / In Description,Not Specified / In Description,"POSITION SUMMARY: The Office Surveyor is responsible to make exact measurements and determine property boundaries. He/she provides data relevant to the shape, contour, gravitation, location, elevation, or dimension of land features on or near the earth’s surface for engineering, map making, mining, land valuation, construction, and other purposes. QUALIFICATIONS: Graduate of Bachelor of Science in Geodetic Engineering At least 6-8 years of working experience in raw and land developments using Total Station. Must be a licensed Geodetic Engineer with good standing. Must know how to operate Total Station, Automatic Level, and other surveying equipment. DUTIES AND RESPONSIBILITIES: KEY ACCOUNTABILITY 1 Verify accuracy of survey data including measurements and calculations conducted at survey site. Search legal, records, survey records, and land titles to obtain information about property boundaries in areas to be surveyed. Calculates heights, depths, relative positions, property lines, and other characteristics of terrain. Prepare and maintain sketches, maps, reports and legal descriptions of surveys to describe, certify and assumes liability for work performed. Direct or conduct surveys to establish legal boundaries for properties, based on legal deeds and titles. Prepares or supervises preparation of all data, charts, plots, maps, records, and documents related to surveys. Writes descriptions of property boundaries for used in deeds, leases, or other legal documents. Compute geodetic measurements and interprets survey data to determine positions, shapes and elevation topographic features. Determine longitudes and latitudes of important features and boundaries in survey areas using total stations, levels and satellite based global positioning system. (GPS) Records the results of surveys including the shape, contour, location, elevation, dimension of land and land features. KEY ACCOUNTABILITY 2 Coordinates findings with the work of engineering and architectural personnel, clients, and other concerned with the projects. Establish fixed points for use in making maps, using geodetic and engineering instruments. Train assistant and helpers, and directs their work in such activities as performing surveys or drafting maps. Plans and conducts ground surveys designed to establish baselines, elevations, and other geodetic measurements. Adjust surveying instruments to maintain their accuracy. Analyze survey objectives and specifications to prepare survey proposals or to direct others in survey proposal preparation. Develop criteria for survey methods and procedures. Develops criteria for design and modification of survey instruments. ",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Engineer I (1-1998),Other Engineering,Mines and Geosciences Bureau - Government,2021-05-28,National Capital Reg,Not Specified,"26,052",Not Specified / In Description,Not Specified / In Description,"Deadline for accepting applications : May 31, 2021 Only those with Civil Service Eligibility will be processed. Kindly upload your Certificate of Eligibility or PRC License. Place of Assignment : Mines and Geosciences Bureau Central Office Plantilla Item No. : MGBB-ENG1-1-1998 Salary/Job/Pay Grade : 12 Monthly Salary : Php 26,052.00 QUALIFICATIONS: Eligibility : RA 1080 Education : Bachelor's Degree in Engineering Relevant to the Job Training : None Required Work Experience : None Required Instructions/Remarks : This Office highly encourages interested and qualified applicants including persons with disability (PWD), members of Indigenous communities, regardless of sexual orientation, gender identity expression (SOGIE). Interested and qualified applicants should signify their interest in writing. Attach the following documents to the application letter and send to the address below not later than May 31, 2021 : Documents: 2. Performance rating in the last rating period (if applicable); 3. Photocopy of certificate of eligibility/rating/license; and 4. Photocopy of Transcript of Records and Diploma; 5. Application Letter (specifying the position title and item number applied for); 6. Work Experience Sheet (Attachment to CS Form No. 212); 7. Copies of Certificates of Training program completed; and 8. Certificates of Employment from all previous employers/Certified copy of Service Record. QUALIFIED APPLICANTS are advised to hand in or send through courier/email their application to: JOSEPH P. RIVERA Chief, Human Resource Management Section Mines and Geosciences Bureau, North Avenue, Diliman, Quezon City [email protected] APPLICATIONS WITH INCOMPLETE DOCUMENTS SHALL NOT BE ENTERTAINED. ","26,052","26,052",Not Specified,Not Specified,Engineering
Joblum,Engineer II (63-1998),Other Engineering,Mines and Geosciences Bureau - Government,2021-05-28,National Capital Reg,Not Specified,"36,628",Not Specified / In Description,Not Specified / In Description,"Deadline for accepting applications : May 31, 2021 Only those with Civil Service Eligibility will be processed. Kindly upload your Certificate of Eligibility or PRC License. Place of Assignment : Mines and Geosciences Bureau Central Office Plantilla Item No. : MGBB-ENG2-63-1998 Salary/Job/Pay Grade : 16 Monthly Salary : Php 36,628.00 QUALIFICATIONS: Eligibility : RA 1080 Education : Bachelor's Degree in Engineering Relevant to the Job Training : 4 hours of relevant training Work Experience : 1 years of relevant experience Instructions/Remarks : This Office highly encourages interested and qualified applicants including persons with disability (PWD), members of Indigenous communities, regardless of sexual orientation, gender identity expression (SOGIE). Interested and qualified applicants should signify their interest in writing. Attach the following documents to the application letter and send to the address below not later than May 31, 2021 : Documents: 2. Performance rating in the last rating period (if applicable); 3. Photocopy of certificate of eligibility/rating/license; and 4. Photocopy of Transcript of Records and Diploma; 5. Application Letter (specifying the position title and item number applied for); 6. Work Experience Sheet (Attachment to CS Form No. 212); 7. Copies of Certificates of Training program completed; and 8. Certificates of Employment from all previous employers/Certified copy of Service Record. QUALIFIED APPLICANTS are advised to hand in or send through courier/email their application to: JOSEPH P. RIVERA Chief, Human Resource Management Section Mines and Geosciences Bureau, North Avenue, Diliman, Quezon City [email protected] APPLICATIONS WITH INCOMPLETE DOCUMENTS SHALL NOT BE ENTERTAINED. ","36,628","36,628",Not Specified,Not Specified,Engineering
Joblum,Engineer II (40-2014),Other Engineering,Mines and Geosciences Bureau - Government,2021-05-28,National Capital Reg,Not Specified,"36,628",Not Specified / In Description,Not Specified / In Description,"Deadline for accepting applications : May 31, 2021 Only those with Civil Service Eligibility will be processed. Kindly upload your Certificate of Eligibility or PRC License. Place of Assignment : Mines and Geosciences Bureau Central Office Plantilla Item No. : MGBB-ENG2-40-2014 Salary/Job/Pay Grade : 16 Monthly Salary : Php 36,628.00 QUALIFICATIONS: Eligibility : RA 1080 Education : Bachelor's Degree in Engineering Relevant to the Job Training : 4 hours of relevant training Work Experience : 1 years of relevant experience Instructions/Remarks : This Office highly encourages interested and qualified applicants including persons with disability (PWD), members of Indigenous communities, regardless of sexual orientation, gender identity expression (SOGIE). Interested and qualified applicants should signify their interest in writing. Attach the following documents to the application letter and send to the address below not later than May 31, 2021 : Documents: 2. Performance rating in the last rating period (if applicable); 3. Photocopy of certificate of eligibility/rating/license; and 4. Photocopy of Transcript of Records and Diploma; 5. Application Letter (specifying the position title and item number applied for); 6. Work Experience Sheet (Attachment to CS Form No. 212); 7. Copies of Certificates of Training program completed; and 8. Certificates of Employment from all previous employers/Certified copy of Service Record. QUALIFIED APPLICANTS are advised to hand in or send through courier/email their application to: JOSEPH P. RIVERA Chief, Human Resource Management Section Mines and Geosciences Bureau, North Avenue, Diliman, Quezon City [email protected] APPLICATIONS WITH INCOMPLETE DOCUMENTS SHALL NOT BE ENTERTAINED. ","36,628","36,628",Not Specified,Not Specified,Engineering
Joblum,Engineer II (41-2014),Other Engineering,Mines and Geosciences Bureau - Government,2021-05-28,National Capital Reg,Not Specified,"36,628",Not Specified / In Description,Not Specified / In Description,"Deadline for accepting applications : May 31, 2021 Only those with Civil Service Eligibility will be processed. Kindly upload your Certificate of Eligibility or PRC License. Place of Assignment : Mines and Geosciences Bureau Central Office Plantilla Item No. : MGBB-ENG2-41-2014 Salary/Job/Pay Grade : 16 Monthly Salary : Php 36,628.00 QUALIFICATIONS: Eligibility : RA 1080 Education : Bachelor's Degree in Engineering Relevant to the Job Training : 4 hours of relevant training Work Experience : 1 years of relevant experience Instructions/Remarks : This Office highly encourages interested and qualified applicants including persons with disability (PWD), members of Indigenous communities, regardless of sexual orientation, gender identity expression (SOGIE). Interested and qualified applicants should signify their interest in writing. Attach the following documents to the application letter and send to the address below not later than May 31, 2021 : Documents: 2. Performance rating in the last rating period (if applicable); 3. Photocopy of certificate of eligibility/rating/license; and 4. Photocopy of Transcript of Records and Diploma; 5. Application Letter (specifying the position title and item number applied for); 6. Work Experience Sheet (Attachment to CS Form No. 212); 7. Copies of Certificates of Training program completed; and 8. Certificates of Employment from all previous employers/Certified copy of Service Record. QUALIFIED APPLICANTS are advised to hand in or send through courier/email their application to: JOSEPH P. RIVERA Chief, Human Resource Management Section Mines and Geosciences Bureau, North Avenue, Diliman, Quezon City [email protected] APPLICATIONS WITH INCOMPLETE DOCUMENTS SHALL NOT BE ENTERTAINED. ","36,628","36,628",Not Specified,Not Specified,Engineering
Joblum,Engineer II (64-1998),Other Engineering,Mines and Geosciences Bureau - Government,2021-05-28,National Capital Reg,Not Specified,"36,628",Not Specified / In Description,Not Specified / In Description,"Deadline for accepting applications : May 31, 2021 Only those with Civil Service Eligibility will be processed. Kindly upload your Certificate of Eligibility or PRC License. Place of Assignment : Mines and Geosciences Bureau Central Office Plantilla Item No. : MGBB-ENG2-64-1998 Salary/Job/Pay Grade : 16 Monthly Salary : Php 36,628.00 QUALIFICATIONS: Eligibility : RA 1080 Education : Bachelor's Degree in Engineering Relevant to the Job Training : 4 hours of relevant training Work Experience : 1 years of relevant experience Instructions/Remarks : This Office highly encourages interested and qualified applicants including persons with disability (PWD), members of Indigenous communities, regardless of sexual orientation, gender identity expression (SOGIE). Interested and qualified applicants should signify their interest in writing. Attach the following documents to the application letter and send to the address below not later than May 31, 2021 : Documents: 2. Performance rating in the last rating period (if applicable); 3. Photocopy of certificate of eligibility/rating/license; and 4. Photocopy of Transcript of Records and Diploma; 5. Application Letter (specifying the position title and item number applied for); 6. Work Experience Sheet (Attachment to CS Form No. 212); 7. Copies of Certificates of Training program completed; and 8. Certificates of Employment from all previous employers/Certified copy of Service Record. QUALIFIED APPLICANTS are advised to hand in or send through courier/email their application to: JOSEPH P. RIVERA Chief, Human Resource Management Section Mines and Geosciences Bureau, North Avenue, Diliman, Quezon City [email protected] APPLICATIONS WITH INCOMPLETE DOCUMENTS SHALL NOT BE ENTERTAINED. ","36,628","36,628",Not Specified,Not Specified,Engineering
