Website,Job Title,Category,Company,Date Posted,Location,Status,Salary,Education,Years of Work Expirience,Job Description,Min Salary,Max Salary,Min Years of Work Expirience,Max Years of Work Expirience,Field
Joblum,Chemist with experience in Cosmetic manufacturing,Chemistry,Fairmode Inc,2021-05-24,Paranaque City,Not Specified,"10,000-14,000",Not Specified / In Description,Not Specified / In Description,"We are an upcoming brand of Organic Essential oils and beauty products. We are looking for Formulator / Laboratory assistant who can work part time (once a week) at our office in Paranaque. Duties and Responsibilities: Conduct research on existing and newly launch product in the market. Be aware of the existing cosmetic product trends in the market. Strategize formulations that answer to the demands of the client (product specifications, claims and benefits). Perform laboratory trials to test formulations and evaluate them based on required parameters. Qualifications: Bachelor's/College Degree in Chemistry, Cosmetic Science, Pharmacy, Chemical Engineering or equivalent Minimum 2 years experience in R&D for cosmetics or pharmaceuticals, with knowledge of natural products Experience in formulating with natural ingredients is a distinct advantage Determination and commitment - natural products require much trial and error Strong analytical skills Dynamic personality and must be able to work well with a team","10,000","14,000",Not Specified,Not Specified,Science
Joblum,Chemist,Chemistry,Not Specified,2021-05-24,National Capital Reg,Not Specified,,Not Specified / In Description,Not Specified / In Description,"Job Description: • Directly supervises the Technical Staff and their work; • Monitors Quality System of the plant to ensure compliance with Standard Operating Procedures (SOP’s); • Establishes Test Method and Specifications of intermediate bulk, raw and packaging material and finished goods together with the Technical Head; • Examines, review, verify, recommend approval/rejection of all components; raw and packaging, labeling material as well as bulk and finished products, products manufactured or packed or held under control by the company or third party, in the absence of Analyst and Inspectors; • Approves Inspection Report or Certificate of Analysis of Finished Goods, Raw and Packaging Materials prior to transfer to Warehouse; • Releases RPM incoming delivery inspection status thru SAP; • Prepares, review and checks Finished Goods Audit, Raw Material Audit and Self Plant Audit; • Handles product complaints and prepares Investigation Report Qualifications: - Licensed Chemist- With atleast one year experience working with Technical or Laboratory team of a manufacturing company (preferably cosmetics or personal care manufacturing company)",Not Specified,Not Specified,Not Specified,Not Specified,Science
Joblum,CHEMICAL ANALYST,Chemistry,FIRST FARMERS HOLDING CORPORATION,2021-05-24,Negros Occidental (Others),Not Specified,"16,000-19,000",Not Specified / In Description,Not Specified / In Description,Graduate of BS Chemistry preferably licensed At least 2-3 years experience in laboratory set-up Have knowledge on Raw and Refined sugar manufacturing process Analysis of Industrial lime Perform microbiological testing of: Washwater from vacuum Refined sugar Domestic Water,"16,000","19,000",Not Specified,Not Specified,Science
Joblum,Quality Analyst,Chemistry,"Jacobi Carbons Philippines, Inc.",2021-05-24,Northern Mindanao,Not Specified,,Not Specified / In Description,Not Specified / In Description,"JOB TASKS/ROLES: Responsible in ensuring that all finished products meet relevant standards for quality and performance by adhering to the standard testing procedures adapted by the Jacobi Laboratory Complete accurately all Laboratory reports as required. Attain and maintain complete understanding of all Laboratory analysis procedures. Implement safety and report techniques at laboratory. Maintain and update thorough and detailed laboratory procedures records and results. QUALIFICATIONS: Candidate must possess at least Professional License (Passed Board/Bar/Professional License Exam) in Chemistry, Chemical Technology, or equivalent. Preferably 1-4 Yrs Experienced Employee specialized in Quality Assurance or equivalent. Fresh graduates are welcome to apply. NOTE: Free shuttle service to and from the plant.",Not Specified,Not Specified,Not Specified,Not Specified,Science
Joblum,Chemist for Silang Cavite,Chemistry,Cord Chemicals Inc.,2021-05-23,Calabarzon & Mimaropa,Not Specified,"12,000-15,600",Not Specified / In Description,Not Specified / In Description,"<> IS MONDAY TO SATURDAY AT SILANG CAVITE <>UNDERGRAD ARE WELCOME TO APPLY SUCH AS CHEMISTRY, CHEMICAL ENGINEERING <>MUST BY TO A PRODUCTION PLANT <>GRADUATE IN SCIENCE COURSE SUCH AS CHEMISTRY, BIOLOGY, CHEMICAL ENGINEERING, ETC.. Responsible in quality control of product production from start to end Follow company implemented procedures This requires lab works and or work on the production floor Work is Monday to Saturday Candidate must possess at Bachelor's/College Degree in Engineering (Chemical), Engineering (), Agriculture/Aquaculture/Forestry, Chemistry, Pharmacy/Pharmacology or equivalent. 4 (s) of working experience in the related field is required for this position. Required Skill(s): Hard Working Preferably 1-4 Yrs Experienced Employee specialized in Manufacturing/Production Operations or equivalent.","12,000","15,600",Not Specified,Not Specified,Science
Joblum,Chemist,Chemistry,GJHOLDINGS INC.,2021-05-23,National Capital Reg,Full Time,"20,000-22,000",Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least a Bachelor's/College Degree , Professional License (Passed Board/Bar/Professional License Exam), Chemistry or equivalent. Licensed Chemist At least 1 year(s) of working experience in the related field is required for this position. Applicants must be willing to work in CALACA,BATANGAS. Preferably 1-4 Yrs Experienced Employees specializing in Chemistry Cana Start ASAP Full-Time position(s) available.","20,000","22,000",Not Specified,Not Specified,Science
Joblum,"LICENSED CHEMIST ( Biñan, Laguna: 15K-20K! OPEN FOR FRESH GRAD! ) JPH4",Chemistry,SAGASS CONSULTING,2021-05-23,Calabarzon & Mimaropa,Full Time,,Not Specified / In Description,Not Specified / In Description,"REQUIREMENTS: • Graduate of BS Chemistry • Registered Chemist - Atleast 6 months to 1 years of working experience in manufacturing company • Preferably with at least 6 months experience in Operating Gas Chromatography / Mass Spectrometry • Proficient in MS office applications • Has strong leadership skills • Adaptability to work environment • Willing to work in Biñan, Laguna • 2 Full time position available • Can start immediately SAGASS Consulting offers: REGULAR POSITION DIRECT HIRING NO SALARY DEDUCTION",Not Specified,Not Specified,Not Specified,Not Specified,Science
Joblum,Laboratory Technician,Chemistry,Sika Philippines Inc,2021-05-23,National Capital Reg,OJT,,Not Specified / In Description,Not Specified / In Description,"Job Requirements: Graduate of BS Chemistry or any related courseBasic MS Office (Word, Excel, PowerPoint)Knowledge in using basic lab equipment: Viscometer, pH, balanceMust be a Registered Chemist or Chemical TechnicianWith minimum 2 years experience in drymix or paint manufacturing company Job Description: Conduct routine quality control testing of incoming raw materials (RM) and provide status to all concerned departmentsParticipate in Product knowledge test and display competence in evaluating raw data of tests conductedPrepare and submit reports to the R&D Supervisor or R&D manager at the specified deadlinesComply with necessary ISO procedures in accordance to ISO 9001:2015, ISO 14001:2015 and ISO 45001:2018 Building Trust Everyday Trust is the most important thing for us. We trust in the capabilities of all our Sika team members and reward them with above average freedom and empowerment – every day. The chance to bring new ideas, interesting areas for development, and take responsibility early on are some of the key factors that drive Sika's pioneering spirit.Sika is a great employer - especially for dynamic go-getters looking to develop their careers in an international environment.We offer intensive training and interesting perspectives for anyone who wants to build a career.",Not Specified,Not Specified,Not Specified,Not Specified,Science
Joblum,Chemical Technician,Chemistry,GJHOLDINGS INC.,2021-05-23,National Capital Reg,Full Time,"18,000-20,000",Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least a Bachelor's/College Degree , Professional License (Passed Board/Bar/Professional License Exam), Chemistry or equivalent. Licensed Chemical Technician At least 1 year(s) of working experience in the related field is required for this position. Applicants must be willing to work in Silang,Cavite. Preferably 1-4 Yrs Experienced Employees specializing in Chemistry or equivalent. Full-Time position(s) available.","18,000","20,000",Not Specified,Not Specified,Science
Joblum,Technical Services Trainee,Chemistry,Ginebra San Miguel inc.,2021-05-22,Laguna (Others),OJT,,Not Specified / In Description,Not Specified / In Description,"QUALIFICATIONS Candidate must be a Licensed Chemist or Chemical Engineer Fresh graduates and experienced professionals are encouraged to apply JOB SUMMARY Conducts physical and chemical analyses of raw materials and products based on established procedures and recommends acceptance or rejection of the test samples WORK LOCATION Cabuyao, Laguna",Not Specified,Not Specified,Not Specified,Not Specified,Science
Joblum,CHEMIST | Cebu,Chemistry,Treasure Island Industrial Corp.,2021-05-22,Central Visayas,Not Specified,,Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least Professional License (Passed Board/Bar/Professional License Exam) in Chemistry. At least 2 Year(s) of working experience in the related field is required for this position. Preferably 1-4 Yrs Experienced Employee specialized in Chemistry or equivalent. Willing to be assigned in our Plant Office located in Pilit Cabancalan, Mandaue DUTIES AND RESPONSIBILITIES: Develops and creates new and alternate product formulations for assigned productsConducts trial batcing of formulated productsCalculates cost of selected products, analyzes formula and creates optimized formulations to improve and enhance product quality & cost efficiencyConducts analysis of paint properties for induttrial developments to verify complete and accurate test resultsDevelops complex sampling and testing programsConducts product demo in coordinationwith service technicians and technical solutions specialist as required by Sales and Marketing DepartmentExecutes product testing, verification, and validation on newly developed productsConducts property testing, reformulation, and optimization on products developedEnsures proper implementation of all safety standards in the R&D laboratoryEnsures strict compliance to safety guidelines and PPE requirements ",Not Specified,Not Specified,Not Specified,Not Specified,Science
Joblum,Chemist,Chemistry,KOOLL COMPANY INC.,2021-05-21,Negros Occidental (Others),OJT,,Not Specified / In Description,Not Specified / In Description,"Job Responsibilities: Perform complex research projects, such as developing new products and testing new methods Provide instruction on proper chemical testing and processing procedures including mixing times, operating temperatures, and ingredients Prepare compounds, reagents, and solutions used in laboratory procedures Analyze various substances to find their composition Qualifications: f\Four-year college degree, -benefit if pursuing higher levels of education. 2 years minimum work experience Internship experience",Not Specified,Not Specified,Not Specified,Not Specified,Science
Joblum,Science Research Assistant,Chemistry,Department of Environment and Natural Resources Region II - Government,2021-05-21,Eastern Visayas,Not Specified,"19,593",Not Specified / In Description,Not Specified / In Description,"Deadline for accepting applications : May 24, 2021 Only those with Civil Service Eligibility will be processed. Kindly upload your Certificate of Eligibility or PRC License. Place of Assignment : 505.1100 Conservation and Development Division Plantilla Item No . : OSEC-DENRB-SRAS-52-1998 Salary/Job/Pay Grade : 9 Monthly Salary : Php 19,593.00 QUALIFICATION : Eligibility : Career Service (Subprofessional) First Level Eligibility Education : Completion of two years studies in college Training : 4 hours of relevant training Work Experience : 1 year of relevant experience Instructions/Remarks : Interested and qualified applicants should signify their interest in writing. Attach the following documents to the application letter and send to the address below not later than May 24, 2021. Documents: 1. Fully accomplished Personal Data Sheet (PDS) with recent passport-sized picture (CS Form No. 212, Revised 2017) which can be downloaded at www.csc.gov.ph; 2. Performance rating in the last rating period (if applicable); 3. Photocopy of certificate of eligibility/rating/license; and 4. Photocopy of Transcript of Records. QUALIFIED APPLICANTS are advised to hand in or send through courier/email their application to: TIRSO P. PARIAN, JR. CESO IV OIC, Regional Executive Director DENR Regional Office 8, Sto NiÑo Ext., Tacloban City [email protected] APPLICATIONS WITH INCOMPLETE DOCUMENTS SHALL NOT BE ENTERTAINED.","19,593","19,593",Not Specified,Not Specified,Science
Joblum,QA/ QC ANALYST (CHEMIST/ CHEMTECH)- BATANGAS PLANT,Chemistry,Universal Robina Corporation,2021-05-20,Batangas,Full Time,,Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least a Professional License (Passed Board/Bar/Professional License Exam), Chemistry, Engineering (Chemical) or equivalent. At least 1 year(s) of working experience in the related field is required for this position. Applicants must be willing to work in SIMLONG BATANGAS CITY. Preferably 1-4 Yrs Experienced Employees specializing in Chemistry or equivalent. Full-Time position(s) available.",Not Specified,Not Specified,Not Specified,Not Specified,Science
Joblum,Technical Service Advisor,Chemistry,Philcrest Marketing Corporation,2021-05-20,Muntinlupa City,Contract,,Not Specified / In Description,Not Specified / In Description,"Qualifications : Licensed Chemical Engineer Knowledge of : Laboratory techniques, equipment, terminology & procedures of wastewater treatment. Principles of chemical & physical analysis. Modern laboratory procedures, methods & computer equipment. Sampling procedures & field equipment. Occupational hazards & standard safety practices (optional). Ability to: Conduct chemical, biological & bacteriological examinations & analyses. Conduct mathematical calculations. Operate analytical laboratory instruments. Use & maintain laboratory equipment, Prepare clear, concise & technical reports. Communicate clearly & concisely, both orally & in writing. Establish & maintain effective working relationships with those contacted in the course of work. Experience: At least five years of experience conducting variety of test in physical, chemical or biological laboratory. Responsibilities Collect samples of wastewater that have been treated for pollutants with chemicals, such as chlorine or Ammonia. Analyze the samples in laboratories by observing the chemical, physical & biological properties of water. Ensure the treatment of wastewater is effective & efficient & treatment meets the DENR standards & regulations. Review & record laboratory data & make recommendations for wastewater treatment methods to customer plant operators. Using the data to prepare mandatory reports that must be sent to DENR. Develop the sampling methods used by the customer plant & the sampling schedules. Maintains the laboratory inventory of chemicals, supplies, & laboratory equipment. Recommend the purchase of new laboratory equipment or replacement (upgrade).",Not Specified,Not Specified,Not Specified,Not Specified,Science
Joblum,Quality Assurance Analyst,Chemistry,"Nutri-Asia, Inc.",2021-05-19,Bulacan,Not Specified,,Not Specified / In Description,Not Specified / In Description,"JOB OBJECTIVES: QA Analyst is responsible to implement the quality and food safety plan in any of the following sub areas: Incoming raw material and packaging material inspection In-process operation during product production Post process sub area for finished goods quality and food safety assurance. Willing to be assigned in Marilao, Bulacan Plant JOB REQUIREMENTS: Degree in BS Food Technology, Chemistry, Chemical Engineering, Microbiology or any related science courses. Skill/Competency Requirements: Above-average communication and technical writing, and presentation skills, above-average problem solving and analytical thinking skills, proactive and self-driven, can work under pressure, team player Should be a licensed Chemical Technician or Registered Chemist DUTIES AND RESPONSIBILITIES: Communicate matters related to food safety, such as but not limited to regulatory requirements, preventive actions and non-conformances to the respective immediate superior. Cascade existing and revised work instructions, support documents and forms related to Quality Assurance. Verify incoming materials and toll products are in compliance with approved specifications. Verify test and procedures are properly understood and carried out. Verify compliance to all test parameters; issues reports to QA Supervisor. Provide recommendations as necessary. Monitor production performance based on received packaging material. Check and review the availability of process control system for traceability from material preparation to work in process to finished goods. Check and review all transferred materials to toll packers and other plants comply with the standard, properly tagged, and with Certificate of Analysis. Follow all in-process policies and procedures in compliance to company specifications. Monitor production performance; issues statistical reports. Verify compliance to all testing parameters; deviations are investigated and reported to Immediate Superior; submits recommendations. Verify material, product and process compliance to approved specifications and documented SOPs. Conduct physic-chemical, sensory and microbiological evaluation based on specified test methods and SOPs.",Not Specified,Not Specified,Not Specified,Not Specified,Science
Joblum,qwerty,Chemistry,BDO Unibank,2021-05-19,Central Visayas,Full Time,"100,000-130,000",Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least a Vocational Diploma / Short Course Certificate, Engineering (Environmental/Health/Safety) or equivalent. At least 2 year(s) of working experience in the related field is required for this position. Applicants must be willing to work in Mandaue City,Cebu. Preferably Assistant Manager / Managers specializing in Chemistry, Clerical/Administrative Support or equivalent. Full-Time position(s) available.","100,000","130,000",Not Specified,Not Specified,Science
Joblum,CHEMIST,Chemistry,GUANCO DEVELOPMENT CORPORATION,2021-05-18,Quezon City,Contract,,Not Specified / In Description,Not Specified / In Description,"The hirer is still in the process of verification. Copy and paste this link on your browser to know what it means: https://cloud.ph.jobstreetmail.com/PH-JS-CAN-Under-Verification Job Responsibilities: Preparing test solutions, compounds, and reagents for conducting tests and advising and coordinating test procedures. Determining chemical and physical properties, compositions, structures, relationships, and reactions of organic and inorganic compounds. Using chromatography, spectroscopy, and spectrophotometry techniques. Developing, improving, and customizing products, equipment, formulas, processes, and analytical methods. Conferring with scientists and engineers to analyze, interpret, and develop tests. Introducing heat, light, energy, and chemical catalysts to chemical substances to induce reactions. Writing technical papers and reports, and preparing standards and specifications for processes, tests, and products. Maintaining laboratory instruments, troubleshooting malfunctions, and purchasing new laboratory supplies. Evaluating and ensuring compliance with laboratory safety procedures and standards. Job Requirements: A bachelor's degree in chemistry or related field, with further education being advantageous. Experience in scientific research and laboratory work may be advantageous. Proficiency with computers and scientific equipment. Strong problem-solving, critical thinking, and analytical skills. Good presentation, documentation, and reporting skills. Good verbal and written communication skills. Strong technical skills.",Not Specified,Not Specified,Not Specified,Not Specified,Science
Joblum,Laboratory Analyst - Bulacan,Chemistry,"Evergreen Environmental Resources, Inc.",2021-05-18,Bulacan,OJT,,Not Specified / In Description,Not Specified / In Description,"JOB RESPONSIBILITIES Ensures that all finished goods conform to specified requirements Conducts testing, evaluation and quality control of finished products, by-product, raw materials, process and environmental monitoring and testing requirements of all plant operating units based on quality and environmental testing program and needs of the plant Provide complete and updated documentation, reports and recordkeeping as required Prompt and smooth communication with production and customer for feedback of QA results and issues JOB QUALIFICATIONS Must be a graduate of or BS Chemistry With at least 3 years experience on physical and chemical laboratory techniques and general operations of a physical and/or chemical laboratory Preferrably with License Knowledgeable in Quality Function, ISO 9001 14001 and Laboratory Management Requirement : Licensed Chemist / Chemical Technician Knowledge on using AAS, ICP, HPLC, NIR Willing to work in Sta Maria, Bulacan (STAY IN) Enable GingerCannot connect to Ginger Check your internet connection or reload the browserDisable in this text fieldRephraseRephrase current sentenceEdit in Ginger×",Not Specified,Not Specified,Not Specified,Not Specified,Science
Joblum,Chemist,Chemistry,All Waste Services Inc.,2021-05-18,Batangas,Not Specified,,Not Specified / In Description,Not Specified / In Description,"Requirements: University BS Chemistry degree holder. Detail oriented, highly organized, and motivated by accomplishment Strong written and oral communication skills Ability to simultaneously manage multiple projects efficiently Advanced PC knowledge, MS Office and statistical analysis Must work with minimum supervision Honest, reliable and trustworthy Flexible time availability and must present for work consistently prior to defined or requested start times Effective verbal communication skills (Tagalog and English) Must possess enthusiasm and logical thinking attributes Duties & Responsibilities: Provides R&D support in terms of new waste treatment method Ensures quality control is being observed in the production treatment processes. Ensures quality control is being observed in the laboratory Acts as Safety representative of the Laboratory. Provides administrative support for the laboratory Performs other related tasks that may be assigned by the Laboratory Manager.",Not Specified,Not Specified,Not Specified,Not Specified,Science
