Website,Job Title,Category,Company,Date Posted,Location,Status,Salary,Education,Years of Work Expirience,Job Description,Min Salary,Max Salary,Min Years of Work Expirience,Max Years of Work Expirience,Field
Joblum,Fire Protection Manager,Mechanical,Ayala Property Management Corporation (APMC),2021-05-29,National Capital Reg,Not Specified,"60,000-78,000",Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least a Professional License (Passed Board/Bar/Professional License Exam), Engineering (Mechanical) or equivalent. At least 10 year(s) of working experience in the related field is required for this position. Professional certification or licenses would be advantageous (such as Professional Engineer, Certified safety professional, certified fire protection specialist). Expertise in Qualitative and Quantitative Risk Assessment Possesses a high level of expertise, experience, and judgment to influence current and future company fire protection engineering plans, fire & safety engineering and technical standards, specifications, and design practices. Knowledge of risk analysis, process safety management, major incidents investigation and safety audits. With experience in developing and drafting overall Fire Protection System programs. ","60,000","78,000",Not Specified,Not Specified,Engineering
Joblum,"Civil/Mechanical Engineer (La Mesa Treatment Plant, QC)",Mechanical,"Maynilad Water Services, Inc.",2021-05-29,National Capital Reg,Full Time,,Not Specified / In Description,Not Specified / In Description,"WSO Engineer (LMTP1) Reporting to: WSO Officer (LMTP1) Unit: Section: La Mesa Treatment Plant 1 Department: Water Production Division: Water Supply Operations MAJOR RESPONSIBILITIES 1. Leads and applies chemicals like aluminum sulfate, liquid chlorine, polymer, caustic soda, calcium hypochlorite, potassium permanganate, lime, etc. 2. Performs the duties of a WSO Officer and / or assists the WSO Officer as needed. 3. Monitors hourly treatment chemical consumption to ensure chemical feed rates correspond to the recommended dosage and flow of raw water less the leaks and losses for accurate treatment and efficient results of water quality. 4. Inspects, receives and records treatment chemical deliveries together with the Warehouse Representative during the shift and update stock balance. 5. Maintains and repairs minor defect of equipment/instruments and reports major defects for immediate repair. 6. Maintains cleanliness and orderliness of workstation, dosing equipment and appurtenances including tools used such as pliers, wrenches, vise grip, chlorine special tool, breathing apparatus, etc. for workers and visitor safely. 7. Accepts and records chemical deliveries. 8. Reports and follow-up on some improvements like overseeing the accuracy of accepting chemical deliveries, improving chemical handling and application techniques and equipment and facilities performance monitoring. 9. Monitors/measures the volume of raw water and treated water by means of ultrasonic flowmeters and reports any major damage of equipment/facilities to WSO Officer on duty for immediate action to minimize downtime. 10. Implements Energy Management System & Integrated Management System’s programs, activities, procedures and policies 11. Does other related tasks as may be assigned QUALIFICATIONS AND COMPETENCY REQUIREMENTS MINIMUM EDUCATION Graduate of any engineering course preferably in civil or mechanical Must be a licensed Engineer WORK EXPERIENCE Preferably with one to three years of related work experience KNOWLEDGE, SKILLS, and ABILITIES Computer skills (MS Office) Written and verbal communication skills Interpersonal skills Analytical skills PERSONAL ATTRIBUTES/ATTITUDES Willing to work additional hours in order to meet targets and tight deadlines With high customer service orientation Results-driven and proactive Can work with minimal supervision Can work under pressure With pleasing personality Capable and willing to go on shifts WORKPLACE RESOURCES AND ENVIRONMENT EQUIPMENT/SOFTWARE USED Computer MS Office WORKING CONDITIONS and OCCUPATIONAL HAZARDS Exposed to weather and field conditions during regular rounds of treatment plant facilities Always on call",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Mechanical Engineer - Turbine,Mechanical,"JFE Techno Manila, Inc.",2021-05-29,National Capital Reg,OJT,,Not Specified / In Description,Not Specified / In Description,"RESPONSIBILITIES : § The scope of work will cover design calculations, design drawings, and documents for commissioning for Steam Turbine Facility which includes 3D modeling of equipment, planning, assembly & detail drawings including piping works, and installation and maintenance manual. The chosen candidate can look forward to professional growth and development. REQUIREMENTS: § With a degree in BS in Mechanical Engineering; PRC Licensed Engineer § With at least 2 years or more experience in using SolidWorks software for 3D modeling, 2D fabrication drawing § Knowledge in the use of MicroCADAM & AutoCAD software is an advantage. § With excellent skills in interpretation of 3D models, 2D assembly and detail drawings is an advantage. § Has knowledge of Steam Turbine or other related mechanical equipment in engineering business industry is an advantage. § Knowledgeable in using MS Office and Windows. § Willing and interested to work in a Japanese work environment and be dispatched to Japan. § Must study hard and learn Japanese Language to have better communication with Japanese Staff and counterparts. § Fresh graduates are welcome to apply.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Aftersales Service Manager (Engineer),Mechanical,UNI-TECH Philippines Industrial Machinery Inc.,2021-05-29,Paranaque City,Contract,"30,000-45,000",Not Specified / In Description,Not Specified / In Description,"Duties: Using various strategies and tools to provide effective solutions to customers' concern communicating with clients, engineers, and other technicians to ensure that services are delivered effectively. Promptly following up on service requests and providing customer feedback. ·Monitoring equipment and machinery performance and developing preventative maintenance measures. Hires, coaches, reviews, supervises, and terminates assigned employees, or makes effective suggestions and recommendations that are given particular weight regarding the employment status of assigned employees. Prepares material and labor estimates. Prepares sketches of proposed work, and assists in the design and specifications of planned jobs or contracts. Establishes, assigns, and adjusts work methods and procedures to meet schedules using knowledge of capacities and capabilities of personnel and equipment. Initiates measures to improve methods, equipment performance, and quality of work. Ensures budgeting guidelines are met; prioritizes expenditures to stay within budget; assists in the preparation of capital and operations budgets. Interprets policies to assigned personnel, and enforces safety regulations and adherence to proper codes and standards. Recommends or initiates action involving promotions, transfers, disciplinary action, and motivation of employees. Maintains records and files, including the approval of time cards and absences, and submits as required. Maintains responsibility for the correct stock levels of repair or replacement parts. Skills/Qualifications: ·Candidate must possess at least Bachelor's/College Degree, Professional License (Passed Board/Bar/Professional License Exam) in Engineering (Mechatronic/Electromechanical) or equivalent. At least 5 Year(s) of working experience in the related field is required for this position. Required Skill(s): mechanical, airconditioning, refrigeration Preferably 5-10 Yrs Experienced Employee specialized in Engineering - Mechanical/Automotive or equivalent. Ability to collaborate with many other teams Knowledge of operation, maintenance, and repair of HVAC/refrigeration equipment. Knowledge of supervisory principles and practices. Skill in estimating time and materials. Skill in both verbal and written communication.","30,000","45,000",Not Specified,Not Specified,Engineering
Joblum,Mechanical Engineers for Industrial Plant,Mechanical,"KHI Design and Technical Service, Inc.",2021-05-29,Pasay City,Full Time,"17,000-23,500",Not Specified / In Description,Not Specified / In Description,"RESPONSIBILITIES: Preparation of engineering designs of Industrial Plants' Components or Products using 2D & 3D CAD Softwares REQUIREMENTS: PRC License not required Knowledge of AutoCAD and/or PDMS is an advantage Hardworking & can work with minimal supervision Will start as Probationary status New graduates are welcome Full-time position(s) available Please upload your Resume with your contact number on or before June 1-14, 2021, and wait for further notification from us.","17,000","23,500",Not Specified,Not Specified,Engineering
Joblum,RD Engineer,Mechanical,Bonteq Medical Distribution Phil. Inc.,2021-05-29,Bataan (Balanga City),Not Specified,,Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least Bachelor's/College Degree in Engineering (Chemical), Engineering (Electrical/Electronic), Engineering (Mechanical) or equivalent. At least 2 Year(s) of working experience in the related field is required for this position. Required Skill(s): Knowledgeable in AutoCAD and other design software Preferably Less than 2 years of experience specialized in Manufacturing/Production Operations or equivalent. Live near Hermosa Econzone(Phailiahn, Orani, Dinalupihan, Luabao, Olongapo) Fluent English Spoken and Writing",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Mechanical Engineer,Mechanical,Conmech Construction & Development Corporation,2021-05-29,Mandaluyong City,Contract,,Not Specified / In Description,Not Specified / In Description,Candidate must possess at least Bachelor's/College Degree in Engineering (Mechanical) or equivalent. At least 3 Year(s) of working experience in the related field is required for this position. Preferably 1-4 Yrs Experienced Employee specialized in Engineering - Mechanical/Automotive or equivalent. DUTIES & RESPONSIBILITIES Manage and ensure timely competition of the project assigned. Initiate coordination with contractors and clients. Timely presentation of progress reports.,Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Production Process Equipment Engineer,Mechanical,"CDO Foodsphere, Inc.",2021-05-29,Batangas,OJT,,Not Specified / In Description,Not Specified / In Description,"Job Summary The basic function of the process engineer is to create and implement manufacturing methods and systems, with the goal of minimizing cost while increasing productivity. Key job duties Include creating and overseeing standardized production procedures, determining ways to minimize operating costs, such as equipment justification to enhance performance. Manufacturing process engineers may collaborate with colleagues on issues like cost projections and reduction, as well as run times. They may also interface with suppliers regarding the manufacturing process. Qualifications: Bachelor’s Degree in Mechanical, Electrical/ Industrial Engineering. 2 years minimum experience on Process Engineering or equivalent. 2 years minimum experience in a Manufacturing Setting Project Management experience is preferred. Knowledge and experience in Process automation Strong analytical, planning, organizational, and time management skills Good knowledge of ISO and FSSC standards",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Automotive Mechanic / Technician,Mechanical,CHANDLER PHILS. INC.,2021-05-29,Makati City,OJT,,Not Specified / In Description,Not Specified / In Description,"Preferably with TESDA NCII certification Maintains service operations by inspecting and maintaining vehicles. Keeps equipment available for use by inspecting and testing vehicles; completing preventive maintenance such as, engine tune-ups, oil changes, tire rotation and changes, wheel balancing, replacing filters. Maintains vehicle functional condition by listening to operator complaints; conducting inspections; repairing engine failures; repairing mechanical and electrical systems malfunctions; replacing parts and components; repairing body damage. Overhaul Engine and Transmission repair Suspension and underchassis repair Verifies vehicle serviceability by conducting test drives; adjusting controls and systems. Complies with state vehicle requirements by testing engine, safety, and combustion control standards. Maintains vehicle appearance by inspection. Maintains vehicle records by recording service and repairs. Keeps shop equipment operating by following operating instructions; troubleshooting breakdowns; maintaining supplies; performing preventive maintenance; calling for repairs. Contains costs by using warranty; evaluating service and parts options. Keeps supplies ready by inventorying stock; placing orders; verifying receipt. Updates job knowledge by participating in educational opportunities; reading technical publications. Accomplishes maintenance and organization mission by completing related results as needed.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,REFRIGERATION TECHN / MECHANIC,Mechanical,TRANS OVERSEAS MANPOWER SERVICES INC,2021-05-28,Maldives,Full Time,,Not Specified / In Description,Not Specified / In Description,"And should install refrigeration And should repair refrigeration And troubleshoot refrigeration Qualifications : Candidate must possess at least a Vocational Diploma / Short Course Certificate, Engineering (Mechanical) or equivalent. At least 2 year(s) of working experience in the related field is required for this position. Non-smoker ( who does not smoke) Should not have any kind of medical issue ABLE TO WORK LONG and ODD HOURS Should know how to read, write and speak English Should have diploma/professional qualification in a related field Applicants must be willing to work in Malé. 3 Full-Time position(s) available. Principal / Employer : FANTASY PVT LTDPrincipal / Employer Address : MALDIVESPlacement Fee : This job has no placement fee. For manpower pooling only. No fees in any form and/or purpose will be collected from the applicants. Beware of illegal recruiters and human traffickers. For interested applicants please click “ APPLY NOW ” and be sure to upload your updated CV or resume through Jobstreet.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Dealer Zone Officer,Mechanical,"Foton Motor Philippines, Inc.",2021-05-28,Pampanga (Angeles City),Full Time,,Not Specified / In Description,Not Specified / In Description,"PRIMARY RESPONSIBILITIES: Primarily responsible in coordination with Foton dealers with regards to after sales service of the company. MAJOR RESPONSIBILITIES: Monitors progress of dealer’s target thru intensive monitoring and proper guidance in achieving customer satisfaction. Provides action plan/s based on assessment result, conducts training and other necessary assistance from time to time. Timely conducts follow up regarding compliance of dealers based on agreed plans. Monitors job request progress and timely update to concerned department/client Timely conducts daily post service call to dealers regarding concerns and inquiries. Ensures that dealers are continually aware of their compliance to the standards and that the agreed process is followed. Conducts regular visit and performance reviews with dealers and agree corrective actions where required. 8. Receives and address direct concerns thru following: a. Customer b. Dealership c. Fleet d. Inter department (UAAGI/FMPI) e. ASC (Accredited Service Centers)",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Site Mechanical Engineer,Mechanical,Megacity General Construction and Development Corporation,2021-05-28,National Capital Reg,OJT,"25,000-35,000",Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least Bachelor's/College Degree, Professional License (Passed Board/Bar/Professional License Exam) in Engineering (Mechanical) or equivalent. At least 8 Year(s) of working experience in the related field is required for this position. Preferably 8 Yrs Experienced Employee specialized in Engineering - Mechanical/Automotive or equivalent. With Experience in Either: GenSet(Installing, Testing, Commissioning, Repair & Maintenance and Preventive Maintenance) or Plumbing(Fire-Pro & Air-conditioning) or Light & Heavy Equipments with valid Drivers Licence Excellent in Written & Oral English Communication ","25,000","35,000",Not Specified,Not Specified,Engineering
Joblum,Auxiliary Supervisor,Mechanical,Styrotech Corporation,2021-05-28,Bulacan,Not Specified,,Not Specified / In Description,Not Specified / In Description,"Job Description Supervises all auxiliary technicians. Ensures all job order requisitions, procedure manual, and documentations are properly performed, monitored and documented. Responsible for timely and effective execution of preventive maintenance and repair, control system and mechanical troubleshooting works at all machines, auxiliaries and facilities. Responsible for the preparation and submission of weekly performance reports and daily activity reports. Requirements: Graduate of Mechanical Engineering . Must be Licensed Mechanical Engineer Must have at least 3-5 years supervisory related experience. Can work with less supervision. Can start ASAP Willing to work in Meycauayan City, Bulacan",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,PRODUCTION ENGINEER,Mechanical,"TRP, Inc.",2021-05-28,Laguna (Sta. Rosa City),Full Time,,Not Specified / In Description,Not Specified / In Description,"Engineering Graduate (BS Mechanical/Electrical/ECE/IE/Manufacturing) or equivalent. Required skills: Analytical, Numerical, Planning and Good Communication skills. Applicants must be knowledgeable in MS Applications (MSWord, Excel & Powerpoint). Applicants must be knowledgeable in AutoCad (2D & 3D) Operation. Applicants must be willing to work in Toyota Industrial Complex Sta. Rosa City,Laguna and can start immediately. 2 Full-Time position(s) available.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,GENERAL MECHANIC - ASIAN CARS,Mechanical,GREAT WAYS MANPOWER INTERNATIONAL INC,2021-05-28,United Arab Emirates,Full Time,,Not Specified / In Description,Not Specified / In Description,"Performed minor and major engine repairs. Repair and diagnosis mechanical or under chassis Qualifications : Candidate must possess at least a Vocational Diploma / Short Course Certificate, Engineering (Mechanical) or equivalent. At least 5 year(s) of working experience in the related field is required for this position. Must have experience in Asian Cars Applicants must be willing to work in Sharjah,Sharjah Emirate. 5 Full-Time position(s) available. Principal / Employer : Al Hoorani Automatic GearPrincipal / Employer Address : Sharjah, United Arab EmiratesPlacement Fee : Please be reminded that as per POEA regulations, the placement fee is up to a maximum of one (1) month's salary. For interested applicants please click “APPLY NOW” and be sure to upload your updated CV or resume through Jobstreet.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,GENERAL MECHANIC - EUROPEAN CARS,Mechanical,GREAT WAYS MANPOWER INTERNATIONAL INC,2021-05-28,United Arab Emirates,Full Time,,Not Specified / In Description,Not Specified / In Description,"Repair and diagnosis mechanical or under chassis Performed minor and major engine repairs Qualifications : Candidate must possess at least a Vocational Diploma / Short Course Certificate, Engineering (Mechanical) or equivalent. At least 5 year(s) of working experience in the related field is required for this position. Must have experience in European Cars Applicants must be willing to work in Sharjah,Sharjah Emirate. 5 Full-Time position(s) available. Principal / Employer : Al Hoorani Automatic Gear Principal / Employer Address : Sharjah, United Arab Emirates Placement Fee : Please be reminded that as per POEA regulations, the placement fee is up to a maximum of one (1) month's salary. For interested applicants please click “APPLY NOW” and be sure to upload your updated CV or resume through Jobstreet.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Diesel Mechanic,Mechanical,GIANT INTERNATIONAL EMPLOYMENT AGENCY INC,2021-05-28,Qatar,Full Time,,Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least a High School Diploma, Vocational Diploma / Short Course Certificate, Engineering (Mechanical) or equivalent. At least 1 year(s) of working experience in the related field is required for this position. Applicant can work under pressure Applicant must be good at English Communications Skills Applicant with a Pleasing personality Applicants must be willing to work in Doha. 5 Full-Time position(s) available. Principal / Employer : NIMR OIL WELL COMPANY Principal / Employer Address : DOHA QATAR Placement Fee : Please be reminded that as per POEA regulations, the placement fee is up to a maximum of one (1) month's salary. For interested applicants please click “APPLY NOW” and be sure to upload your updated CV or resume through Jobstreet.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,VALVE TECHNICIAN,Mechanical,GIANT INTERNATIONAL EMPLOYMENT AGENCY INC,2021-05-28,Qatar,Full Time,,Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least a High School Diploma, Vocational Diploma / Short Course Certificate, Engineering (Mechanical) or equivalent. At least 1 year(s) of working experience in the related field is required for this position. APPLICANTS WITH PLEASING PERSONALITY APPLICANTS WITH A GOOD ATTITUDE APPLICANTS KNOW TO PAINT IN EQUIPMENTS Applicants must be willing to work in Doha. 5 Full-Time position(s) available. Principal / Employer : NIMR Oil Well Maintenance Co.Principal / Employer Address : DOHA, QATARPlacement Fee : Please be reminded that as per POEA regulations, the placement fee is up to a maximum of one (1) month's salary. For interested applicants please click “APPLY NOW” and be sure to upload your updated CV or resume through Jobstreet.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Car Mechanic,Mechanical,FINAS MANPOWER RECRUITMENT CORPORATION,2021-05-28,Saudi Arabia,Full Time,,Not Specified / In Description,Not Specified / In Description,"Maintains vehicle functional condition by listening to operator complaints; conducting inspections. Repairing engine failures; repairing mechanical and electrical systems malfunctions; replacing parts and components; repairing body damage. Qualifications : Candidate must possess at least a Vocational Diploma / Short Course Certificate, Engineering (Mechanical) or equivalent. At least 5 year(s) of working experience in the related field is required for this position. With knowledge in car's air conditioning system. Applicants must be willing to work in Dammam,Eastern Province. Full-Time position(s) available. Principal / Employer : Advanced Technology Center for Car MaintenancePrincipal / Employer Address : Dammam 31441, Saudi Arabia P.O. box No 1933Placement Fee : Please be reminded that as per POEA regulations, the placement fee is up to a maximum of one (1) month's salary. For interested applicants please click “APPLY NOW” and be sure to upload your updated CV or resume through Jobstreet.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
