Website,Job Title,Category,Company,Date Posted,Location,Status,Salary,Education,Years of Work Expirience,Job Description,Min Salary,Max Salary,Min Years of Work Expirience,Max Years of Work Expirience,Field
Joblum,Senior R&D Engineer,Chemical Engineering,"II-VI Performance Metals, Inc.",2021-05-24,Calabarzon & Mimaropa,OJT,"50,000-60,000",Not Specified / In Description,Not Specified / In Description,"II-VI is a world leader in advanced material development based in the USA. Our facility in Cavite has a reputation as a leader in the production of specialty chemicals and metals, including rare metals for advanced manufacturing applications. We have an exciting opportunity for a highly motivated Senior Research and Development Engineer with Chemical/Metallurgical Engineering qualifications and excellence KEY JOB DUTIES & RESPONSIBILITIES: As a Senior Research & Development Engineer focusing on new product/process development, the incumbent will advance processes for laboratory, pilot, and full-scale manufacturing. This position emphasizes the ability to assimilate and apply knowledge from a combination of disciplines including chemistry, chemical engineering, and material science. The Sr. R&D Engineer will supervise less senior R&D engineers and provide support and feedback in their projects. The person in this role is a proactive, critical, and creative thinker and is eager to solve problems and share new ideas and solutions. Must have Qualifications: B.S. Degree in Chemistry, Chemical Engineering, Metallurgical Engineering, Materials Science, or Metallurgy, preferably with Master’s degree At least five (5) years of experience in extractive metallurgy, analytical chemistry or a related field is required Hands-on experience in developing and documenting production processes and equipment preferably in a hydrometallurgical, extractive chemistry or mining engineering setup. In-depth knowledge of standard chemical laboratory methods and practices with hands-on experience in operating analytical tools such as AAS, ICP-MS, GDMS, OES and XRF. Understanding of DOE and statistical data analysis. High level of flexibility and collaborative relationship skills, leads change, can adapt quickly, forward and conceptual thinker, has a strong desire to reach goals and work to strict timeliness Clear and effective written and verbal communication skills. Ability to make detailed observations, write technical reports, write up test plan, manage work time and meet deadlines for multiple projects Strong computer skills. Knowledge in the use of SPC tools such as Minitab and JMP is a plus. Benefits: Cash-earning capacity up to 16 months annual including Plant-wide Bonus, Cash Conversions of unused leaves and guaranteed 14th month pay Monthly Rice Allowance Comprehensive Health Card coverage extended to one (1) qualified dependent","50,000","60,000",Not Specified,Not Specified,Engineering
Joblum,Technical Staff,Chemical Engineering,PHIL. COCONUT AUTHORITY - Government,2021-05-24,Quezon City,Not Specified,"19,000-20,000",Not Specified / In Description,Not Specified / In Description,"Deadline for accepting applications: May 30, 2021 Place of Assignment: OFAD - StratComm Monthly Salary: Php 20k + 10% premium JOB QUALIFICATIONS Has an excellent command of both English and Filipino language Must be able to write compelling press releases and copies Must be knowledge on data visualization and presentation Must be able to design/prepare effective infographics, visual reports, posters, videos, and other IEC materials Knowledgeable on social media handling/marketing Has great interpersonal skills and can assist different offices in the promotion of their initiatives and undertakings EDUCATIONAL REQUIREMENT Bachelor's Degree NO. OF YEARS IN SERVICE at least 1 year experience *No employee-employer relationship ","19,000","20,000",Not Specified,Not Specified,Engineering
Joblum,"Team Leader, By Products Plant",Chemical Engineering,PASAR Corporation,2021-05-24,Eastern Visayas,Not Specified,,Not Specified / In Description,Not Specified / In Description,"• Plan, lead, organize, control, and manage BPP operations in order to achieve desired decopperized slime, copper telluride, bismuth bisulfate, and nickel sulfate production in the most efficient way • Ensure the production of quality decopperized slime, copper telluride, bismuth bisulfate, and nickel sulfate • Maintain electrolyte parameters within standard • Monitor and evaluate equipment and process performance • Confer with Refinery Management Team to establish production and quality control standards, develop budget, and cost control measures • Develop a logical and effective program, schedule, and plan of action in the operation of the plant • Coordinate production activities with procurement, maintenance, and quality control to obtain optimum production and utilization of human resources, machines, and equipment • Review and analyze production, quality control, maintenance, and operational reports to determine causes of nonconformity with product specifications and operational or production problems • Develop and implement operating methods and procedures designed to eliminate operating problems and improve product quality • Consult with Engineering personnel relative to modification of machines and equipment in order to improve production and quality of products • Support the Superintendent in the budget planning and preparation and ensure the plant operates within budget • Formulate cost reduction program with due emphasis on work simplification, effective manpower utilization, and elimination of waste • Formulate a safety program that will help prevent accidents in the plant • Initiate security measures and carry out all approved security arrangements",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Chemical Analyst,Chemical Engineering,Kedica Philippines Corporation,2021-05-23,Batangas,Full Time,,Not Specified / In Description,Not Specified / In Description,Candidate must be a Graduate of BS Chemical Engineering or BS Chemistry With or with/out experience Can work under minimum supervision. Willing to be assigned in Sto. Tomas Batangas Can start immediately. Full time position available.,Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Research and Development Manager,Chemical Engineering,Flexo Manufacturing Corp.,2021-05-23,National Capital Reg,OJT,,Not Specified / In Description,Not Specified / In Description,Candidate must possess at least Bachelor's/College Degree in Engineering (Chemical) or equivalent. At least 5 Year(s) of working experience in the related field is required for this position. Preferably Assistant Manager/Manager specialized in Engineering - Chemical or equivalent.,Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Principal | Carbon Offset Origination | Singapore,Chemical Engineering,BHP,2021-05-23,Philippines,Part Time,,Not Specified / In Description,Not Specified / In Description,"About BHPAt BHP we support our people to grow, learn, develop their skills and reach their potential. With a global portfolio of operations, we offer a diverse and inclusive environment with extraordinary career opportunities. Our strategy is to focus on creating a safe work environment where our employees feel strongly connected to our values and objectives, and where the capability of our people is key to our success. Come and be a part of this success.BHP's Marketing activities are undertaken through a centralised Marketing organisation with a network of offices across the world supporting our major customer markets and the distribution of product from our operations. As part of this, the Petroleum Marketing team is accountable for managing the hydrocarbon sales and procurement for BHP as well as the management of BHP’s overall carbon offset and regulatory credit position. Job DescriptionPetroleum Marketing is seeking a Principal Carbon Offset Origination for its Carbon Desk to develop and implement the carbon offset origination strategy of the desk. This defines setting the strategy, executing the strategy by procuring carbon offsets and investing in carbon offset origination projects, managing the offtake contracts and projects and developing in-depth knowledge of global and regional carbon offset markets and developments therein. Key accountabilities• Develops, implements and coordinates BHP’s strategy around the procurement and origination of carbon offsets and regulatory credits• Provides in-depth knowledge of global and regional regulatory and voluntary carbon offset markets to support business decisions• Identifies, develops and manages carbon offset origination project opportunities• Engages with industry participants to identify and develop carbon offset sourcing opportunities• Risk manages the carbon offset offtake portfolio• Support other projects in the Petroleum Marketing space, as and where needed• Work with the wider Carbon Desk to deliver the targets• Provides advice to support delivery of the corporate decarbonization strategy (emission reduction initiatives in BHP’s operated assets)• Provides guidance on all aspects related to the sale of zero-carbon commodities• Reports to senior management and other key stakeholders on developments in carbon markets and offset strategy• Manages interfaces with other functions in BHP as it relates to carbon offset procurement activities and activities within BHP that generate carbon offsets• Engages with external parties (such as industry associations, customers, competitors)• Supports a controlled risk environment through the development, maintenance and implementation of risk registers• Builds strong relationships with other Functional and Marketing teams as well as the Petroleum Business Unit Skills and Other Qualifications• You will hold a Bachelor’s degree and/or have extensive experience in the Energy and/or Carbon industry with a focus on carbon emissions and offsets• Prior work experience in managing carbon offset origination projects and carbon offset positions is required• Knowledge of international carbon offset trading schemes and regulations, with preference for those markets that BHP operates and markets in, is required• Relationships with offset generators, project originators and/or project managers preferred• In-depth knowledge of carbon offset methodologies, both nature-based solutions as well as industrial solutions is required.• A naturally curious individual that is able to apply strategic thinking to solve complex business problems• Evidences strong analytical skills and risk awareness• Possesses project planning and execution skills that enable identification and prioritization of critical work• Evidences high level of commercial and business acumen• Experienced in engaging effectively with and influencing executive-level stakeholders• Able to independently lead large streams of work (and manage associated risks)• Has experience managing small teams and/or major projects• Proficiency in the Mandarin is preferred• Ability to build trustful relationships and communication effectively across multiple levels Supporting a Diverse WorkforceThe size and magnitude of our business not only provides significant opportunity for professional development, but also attractive salary packages with performance based bonuses and unique BHP employee share program. At BHP, we recognise that we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. We know there are many aspects of our employees' lives that are important, and work is only one of these, so we offer benefits to enable your work to fit with your life. These benefits include flexible working options, a generous paid parental leave policy, other extended leave entitlements and parent rooms. All qualified applicants will receive consideration for employment without regard to race, color, sex, national origin, age, religion, disability, sexual orientation, gender identity, protected veteran status, citizenship, genetic information or other protected status under federal, state or local laws. BHP is an Equal Opportunity Employer - Minorities/Females/Veterans/Disability.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Pollution Control Officer,Chemical Engineering,TOYOTA DAVAO CITY INC.,2021-05-22,Davao del Sur (Davao City),Not Specified,,Not Specified / In Description,Not Specified / In Description,"Job Qualifications: Must possess a Bachelor's Degree in Chemical Engineering / Environmental SciencePreferably with at least 1 year working experience in Occupational Safety and Health ManagementMust be computer literateMust undergo Pollution Control Series 1 and 2 TrainingMust have excellent knowledge on the Environment Management System Manual and understanding on ISO 14001:2015 standardsSupervisory skillsBasic counseling skillsTime-management and problem-solving skills Job Responsibilities: To perform the duties and functions as enumerated in DENR Administrative Order No. 2014-02To ensure dealership compliance with applicable Environmental LawsTo manage the dealership’s energy conservation, chemical usage and waste minimization programs",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Biomedical Engineer (Zamboanga) - For Pooling,Chemical Engineering,"ASYA MEDIKA, INC.",2021-05-21,Soccsksargen,Contract,,Not Specified / In Description,Not Specified / In Description,"JOB DESCRIPTION Technical Inspection Formulate arrival inspection report of equipment. Ensure the completeness of delivered machine, accessories, parts or peripherals and record accurate details of packing list against delivery (with warehouse personnel) Check the physical condition of the machine, crates and boxes. Perform initial functional evaluation together with the application personnel to ensure proper functionality. Delivery Information Formulate delivery inspection report (DIR) for documentation. Set up machine and accessories to verify functional accuracy before the delivery. Documentation of over-all functional evaluation and specific result details. Pre Installation Requirement Verify the room site or location before the machine installation. Assessment of room size, room ventilation and lighting condition. Verify the power line and source, active grounding line, type of pipes and fittings for medical gases. Make an accurate report and recommendation signed by the costumer(s) and Field Engineer. Actual Inspection Site installation of machine. On site sensor calibration, setting adjustments, ensure and provide technical reports signed by the customers(s). Conduct basic troubleshooting to the end-user(s) and hospital engineer. Repair/Maintenance and Support Repair of Machines Formulate Service Protocols which develops individual responsibility for the purpose of proper customer service. Perform technical evaluation before recommendation and prioritize schedule depends on the situation and necessity. Provide RFQ address to the costumer noted and signed by the immediate department head. Maintenance Under Warranty Provide efficient service with complete calibration procedure and perform regular service visit depending on the warranty period agreement between company and customer. Assessment of functional accuracy, provide technical report and honest recommendation to achieve customer satisfaction. Maintenance under contract Offer Preventive Maintenance Service (PMS) agreement while explaining to the customer the value of prevention of machine downtime and ensure patient’s safety. Make additional and profitable income in the company which can help to build effective and reliable service department through wide range of service tools and test equipment. Technical Support If necessary, attend and support sales people in any customer concerns, pre-bid or bidding proper to ensure of have ideas in procurement specifications. Provide technical support for the Application or Product Specialist people during product demo/presentation to attend any technical issues. Reports and Monitoring Job Order Number Create Job Order Number to monitor machine’s status such as: installation, maintenance, evaluation and repair which leads to effective monitoring that can organize concerns of the customer(s). Formulate Service Report Forms, PMS checklist or revised maintenance procedure without compromising manufacture guidelines. Escalation of unsolved service issues to the immediate department head. On time submission of reports to the immediate head. Attend regular meetings, conventions and trainings to enhance technical knowhow which can resolve different service issues. QUALIFICATION Graduate of any 4 year course preferably engineering or any technical course Preferably with experience from the medical industry or medical facilities Good oral and written communication skills Result oriented Willing to travel nationwide",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,JUNIOR INK TECHNOLOGIST,Chemical Engineering,CDI Sakata Inx Corp.,2021-05-21,Muntinlupa City,Contract,"14,000-18,200",Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least Bachelor's/College Degree in Engineering (Chemical), Chemistry or equivalent. Required language(s): English No work experience required. Required Skill(s): SAP, MS OFFICE, ISO 9001, 5S, TQM, TPM Preferably Less than 1 year experience specialized in Chemistry or equivalent.","14,000","18,200",Not Specified,Not Specified,Engineering
Joblum,"Assistant Manager, Environmental Management Services (Calamba)",Chemical Engineering,"EJ Hall Consultants, Inc.",2021-05-21,"National Capital Reg, Calabarzon & Mimaropa",Full Time,,Not Specified / In Description,Not Specified / In Description,"Candidate must possess at least a Bachelor's/College Degree , Engineering (Environmental/Health/Safety), Engineering (Others) or equivalent. At least 5 year(s) of working experience in the related field is required for this position. Must be Pollution Control Officer Must have solid experience in Waste Water Operations Must be wiling to work in Calamba, Laguna Full-Time position(s) available.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Assistant Manager - Environmental Management Services (FL),Chemical Engineering,Not Specified,2021-05-20,Laguna (Calamba City),Not Specified,,Not Specified / In Description,Not Specified / In Description,"Must be a Bachelor's degree holder in Engineering, preferably Chemical Engineering with PRC license; At least 5 years of experience in the field of pollution control and environmental services; EMB or LLDA accreditation and Safety Officer (SO3/SO4) certification; Knowledge in environmental and occupational regulations; Knowledge in ISO certification such as ISO 9001 and ISO 1400; Knowledge in wastewater treatment process; and Proficiency in MS Offices. Work arrangement: 100% on-site reporting",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Joblum,Service Engineer,Chemical Engineering,Aquasolv Philippines Inc.,2021-05-20,Makati City,Full Time,"14,000-18,000",Not Specified / In Description,Not Specified / In Description,"Qualifications: 1)	Candidate must possess at least Bachelor's/College Degree in Chemical Engineering. 2)	Willing to undergo training on water treatment. 3)	Willing to travel within Metro Manila and nearby provinces 4)	Preferably less than 1 year experience specialized in Engineering - Chemical or equivalent. 5)	Strong communication and people skills are essential in the field. Job description: 1)	Carry out periodic inspection on clients' cooling systems and boilers, diagnose, and rectify any faults in the system. 2)	Visit assigned accounts on a weekly basis to conduct chemical dosing, water sampling and water analysis (PH, TDS, CaCo3, Alkalinity, Conductivity, Chloride, etc.). 3)	Communicate technical information to Engineers, personnel or authorized personnel on site 4)	Address inquiries, concerns and request related to the product and services. 5)	Conduct regular on-the-spot inventory of equipment and chemicals 6)	Submit weekly accomplishment report, itinerary, liquidations and service reports. 7)	Must show leadership qualities and ability to work under minimum supervision.","14,000","18,000",Not Specified,Not Specified,Engineering
Joblum,Chemical Engineer (Commissioning Engineer),Chemical Engineering,Green.Innovations Inc,2021-05-19,National Capital Reg,Full Time,"17,500-24,500",Not Specified / In Description,Not Specified / In Description,"JOB OBJECTIVE To ensure that all the processes, components and equipment of the Sewage Treatment/Wastewater Treatment Project are installed, tested, operated and maintained according to the system requirements. RESPONSIBILITIES: · Analyze water and wastewater samples regularly as the project requires. · Closely coordinate with the team on the results of laboratory analysis and recommend proper corrective and preventive measure. · Conduct training for new operators and relevant personnel. · Assist in the preparation of operation and maintenance manuals of projects prior to turnover and training. · Coordinate with and supervise operators in multiple project sites. REQUIREMENTS: · Licensed Chemical Engineer · Familiarity with wastewater treatment processes. · Experience in different laboratory techniques and equipment proficiencies. · Willing to visit different locations/project sites. ","17,500","24,500",Not Specified,Not Specified,Engineering
